,Unnamed: 0,Style,position,item,ref num,content,colorway 1 ,colorway 2,colorway 3,none,none.1,none.2,amount,0,0.1,0.2,location ,silt,military,ink,port,bone,black,walnut,location,colorway 1,colorway 4,colorway 5,colorway 6,soil,vintage camo broken twill,dusty green,0.3,soil / black,black / oxblood,gunmetal / bombay,dark slate,rust,raven,none.3,none.4,slider ref number,floral print broken twill,black/ rust,bone/ black,gunmetal/ ink,details,colorways,0.4,black overdye denim,brown overdye denim,bone/floral print,rust / black,ink / gunmetal,gunmetal,silt ,bone ,silt / gunmetal,walnut / ink,camo,sand / dark slate,harvest / raven,raw blue denim,pink,ref number,winter 2018/2019,contractor:,soluna
773,18,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv,front left belt loop,l1 pant hang tag,,,,none,none,,,,1,,,,,,,,,,,,,l1 pant hang tag,none,none,none,,,,,,,,,,,,,supplier //,,,,,,,,,,,,,,,,,,,,,,,,,,
762,7,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv,back left knee,l1 small faux suede patch,,,,none,none,,,,1,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,l1-2017-trim-106,,,,,,,,,,,,,,,,,,,,,,,,,,
776,21,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv,lining front right,l1 wmns main label,,,,none,none,,,,1,,,,,,,,,,,,,skinny fit // 10k/10k // critically taped,none,none,none,,,,,,,,,,,,,skinny fit // 10k/10k // critically taped,,,,,,,,,,,,,,,,,,,,,,,,,,
775,20,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv,center back waist band facing,l1 wmns pant size label,,,,none,none,,,,1,,,,,,,,,,,,,l1 wmns pant size label,none,none,none,,,,,,,,,,,,,l1 wmns pant size label,,,,,,,,,,,,,,,,,,,,,,,,,,
768,13,L1TA_205_17_HEARTBREAKER_TWILL_PANT_TRIMS.csv,thread,spi,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,6,L1TA_205_17_HEARTBREAKER_TWILL_PANT_SHELL.csv,waistband & fly,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,7,L1TA_205_17_HEARTBREAKER_TWILL_PANT_SHELL.csv,hand pocket lining,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,5,L1TA_205_17_HEARTBREAKER_TWILL_PANT_SHELL.csv,lower leg,coated 210t,please sorce,100% nylon,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,1,L1TA_205_17_HEARTBREAKER_TWILL_PANT_SHELL.csv,insulation,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,2,L1TA_205_17_HEARTBREAKER_TWILL_PANT_SHELL.csv,seam tape,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,3,L1TA_205_17_HEARTBREAKER_TWILL_PANT_SHELL.csv,lining,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,0,L1TA_205_17_HEARTBREAKER_TWILL_PANT_SHELL.csv,all shell is same fabric,"new stretch twill 10k/10k laminate c6 dwr, $4.28",raco 950703-b,100% polyester,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,4,L1TA_205_17_HEARTBREAKER_TWILL_PANT_SHELL.csv,main body,small hole mesh ,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,leg pocket,#3 coil,,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadr12 fashion drop  // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
924,0,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,fly ,#5 coil,,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,ykk dalh // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
926,2,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,hem,#5 coil,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadhr diecast wire // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
930,6,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,front pocket edges,10mm denim rivet ,,,,none,none,,,,3,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,14-l1sp-089,,,,,,,,,,,,,,,,,,,,,,,,,,
929,5,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,"front right hand pocket, back left hand pocket",10mm square rivet,,,,none,none,,,,2,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,l1-2016-trim-004,,,,,,,,,,,,,,,,,,,,,,,,,,
938,14,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,"shell seams 1/4"" allowance ",12 spi (special allowance to avoid seam slip on shell  fabric),,,,we have had ripping problems in the past,none,,,,regular thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,# 604 tseu,,,,,,,,,,,,,,,,,,,,,,,,,,
928,4,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,cf fly,17mm donut post shank,,,,none,none,,,,1,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,supplier / l1-2016-trim-005,,,,,,,,,,,,,,,,,,,,,,,,,,
934,10,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,waist drawcord,"3/8"" flat waxed shoe lace with clear plastic tips",,,,none,none,,,,1 + 2 clear plastic tips,,,,,,,,,,,,,black waxed / clear tips,none,none,none,,,,,,,,,,,,,supplier / ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
939,15,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,seams,8-10 spi,,,,none,none,,,,regular thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,# 604 tseu,,,,,,,,,,,,,,,,,,,,,,,,,,
940,16,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,denim weight topstitch,8-10 spi,,,,none,none,,,,heavy weight topstitch thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,#606 tseu,,,,,,,,,,,,,,,,,,,,,,,,,,
947,23,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,lining left side seam,address label,,,,none,none,,,,1,,,,,,,,,,,,,address label,none,none,none,,,,,,,,,,,,,sew as loop,,,,,,,,,,,,,,,,,,,,,,,,,,
949,25,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,lining left side seam,address label,,,,none,none,,,,1,,,,,,,,,,,,,address label,none,none,none,,,,,,,,,,,,,sew as loop,,,,,,,,,,,,,,,,,,,,,,,,,,
950,26,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,front left belt loop to attach hang tags,clear zip tie,,,,none,none,,,,1,,,,,,,,,,,,,clear zip tie,none,none,none,,,,,,,,,,,,,supplier //,,,,,,,,,,,,,,,,,,,,,,,,,,
948,24,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,lining left side seam,content label,,,,none,none,,,,1,,,,,,,,,,,,,content label,none,none,none,,,,,,,,,,,,,sew as loop,,,,,,,,,,,,,,,,,,,,,,,,,,
943,19,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,front left belt loop behind main hang tag,denim warning hang tag,,,,none,none,,,,1,,,,,,,,,,,,,denim warning hang tag,none,none,none,,,,,,,,,,,,,supplier // ,,,,,,,,,,,,,,,,,,,,,,,,,,
927,3,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,l1 branded trims,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,slider ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
933,9,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,other trims,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,slider ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
936,12,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,webbing & elastic,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
941,17,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,l1 marketing,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
935,11,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,leg pocket,key clip,,,,none,none,,,,1,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,j&k // hk-001,,,,,,,,,,,,,,,,,,,,,,,,,,
932,8,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,front left hem,l1 embroidery large,,,,none,none,,,,1,,,,,,,,,,,,,dtm shell,none,none,none,,,,,,,,,,,,,factory sorced // l1-2016-trim-027,,,,,,,,,,,,,,,,,,,,,,,,,,
944,20,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,front left belt loop behind denim dye warning hang tag,l1 pant fit hang tag ,,,,none,none,,,,1,,,,,,,,,,,,,l1 pant fit hang tag  // skinny fit,none,none,none,,,,,,,,,,,,,supplier // skinny fit,,,,,,,,,,,,,,,,,,,,,,,,,,
942,18,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,front left belt loop,l1 pant hang tag,,,,none,none,,,,1,,,,,,,,,,,,,l1 pant hang tag,none,none,none,,,,,,,,,,,,,supplier //,,,,,,,,,,,,,,,,,,,,,,,,,,
931,7,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,back left knee,l1 small faux suede patch,,,,none,none,,,,1,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,l1-2017-trim-106,,,,,,,,,,,,,,,,,,,,,,,,,,
946,22,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,lining front right,l1 wmns main label,,,,none,none,,,,1,,,,,,,,,,,,,skinny fit // 10k/10k // critically taped,none,none,none,,,,,,,,,,,,,skinny fit // 10k/10k // critically taped,,,,,,,,,,,,,,,,,,,,,,,,,,
945,21,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,center back waist band facing,l1 wmns pant size label,,,,none,none,,,,1,,,,,,,,,,,,,l1 wmns pant size label,none,none,none,,,,,,,,,,,,,l1 wmns pant size label,,,,,,,,,,,,,,,,,,,,,,,,,,
937,13,L1TA_204_17_HEARTBREAKER_DENIM_PANT_TRIMS.csv,thread,spi,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,7,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,waistband & fly,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,8,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,hand pocket lining,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2904,1,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,all shell is same fabric,brown denim overdye 10k/10k $10.65,solis l2-1081,"84.5% cotton, 13.5% poly, 2% spandex",,brown overdye denim,none,,,,,,,,,,,,,,,,,x,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,6,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,lower leg,coated 210t,please sorce,100% nylon,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2905,2,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,insulation,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,3,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,seam tape,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907,4,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,lining,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,0,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,all shell is same fabric,overdye pigment $6.90 10k/10k,laka tex  ls1068-dl2a,"85% cotton, 13% poly, 2% spandex",,x,none,,,,,,,,,,,,,,,,,black overdye denim,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,5,L1TA_204_17_HEARTBREAKER_DENIM_PANT_SHELL.csv,main body,small hole mesh ,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,4,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,leg venting, self fabric pull,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,shell fabric matching,none,none,none,,,,,,,,,,,,,factory made // 11nt-045 ,,,,,,,,,,,,,,,,,,,,,,,,,,
448,0,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,back right pocket,#3 coil,,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadr12 fashion drop  // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
449,1,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,leg vents,#5 coil,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadhr diecast wire // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,hem,#5 coil,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadhr diecast wire // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
456,8,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,"bottom left hand pocket,  top left back pocket","10mm 
square rivet ",,,,none,none,,,,2,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,l1-2016-trim-004,,,,,,,,,,,,,,,,,,,,,,,,,,
455,7,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,"top edge of left hand hand pocket, both edges of right hand pocket",10mm denim rivet ,,,,none,none,,,,3,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,14-l1sp-089,,,,,,,,,,,,,,,,,,,,,,,,,,
466,18,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,"shell seams 1/4"" allowance ",12 spi (special allowance to avoid seam slip on shell  fabric),,,,we have had ripping problems in the past,none,,,,regular thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,# 604 tseu,,,,,,,,,,,,,,,,,,,,,,,,,,
454,6,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,"bib chest pocket, shoulders, side entry",17mm donut post shank,,,,none,none,,,,7,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,l1-2016-trim-005,,,,,,,,,,,,,,,,,,,,,,,,,,
467,19,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,seams,8-10 spi,,,,none,none,,,,regular thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,# 604 tseu,,,,,,,,,,,,,,,,,,,,,,,,,,
468,20,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,denim weight topstitch,8-10 spi,,,,none,none,,,,heavy weight topstitch thread,,,,,,,,,,,,,matching,none,none,none,,,,,,,,,,,,,#606 tseu,,,,,,,,,,,,,,,,,,,,,,,,,,
475,27,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,lining left side seam,address label,,,,none,none,,,,1,,,,,,,,,,,,,address label,none,none,none,,,,,,,,,,,,,sew as loop,,,,,,,,,,,,,,,,,,,,,,,,,,
477,29,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,lining left side seam,address label,,,,none,none,,,,1,,,,,,,,,,,,,address label,none,none,none,,,,,,,,,,,,,sew as loop,,,,,,,,,,,,,,,,,,,,,,,,,,
478,30,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front left belt loop to attach hang tags,clear zip tie,,,,none,none,,,,1,,,,,,,,,,,,,clear zip tie,none,none,none,,,,,,,,,,,,,supplier //,,,,,,,,,,,,,,,,,,,,,,,,,,
476,28,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,lining left side seam,content label,,,,none,none,,,,1,,,,,,,,,,,,,content label,none,none,none,,,,,,,,,,,,,sew as loop,,,,,,,,,,,,,,,,,,,,,,,,,,
471,23,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front left belt loop behind main hang tag,denim warning hang tag,,,,none,none,,,,1,,,,,,,,,,,,,denim warning hang tag,none,none,none,,,,,,,,,,,,,supplier // ,,,,,,,,,,,,,,,,,,,,,,,,,,
451,3,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,zipper pulls,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
453,5,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,l1 branded trims,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,slider ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
458,10,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,snaps,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
459,11,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,other trims,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,slider ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
463,15,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,webbing & elastic,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
464,16,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,velcro,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
469,21,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,l1 marketing,item,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
461,13,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,right hand pocket,key clip,,,,none,none,,,,1,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,j&k // hk-001,,,,,,,,,,,,,,,,,,,,,,,,,,
457,9,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front left hem,l1 embroidery large,,,,none,none,,,,1,,,,,,,,,,,,,dtm shell,none,none,none,,,,,,,,,,,,,factory sorced // l1-2016-trim-027,,,,,,,,,,,,,,,,,,,,,,,,,,
472,24,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front left belt loop behind denim dye warning hang tag,l1 pant fit hang tag ,,,,none,none,,,,1,,,,,,,,,,,,,l1 pant fit hang tag  // slim fit,none,none,none,,,,,,,,,,,,,supplier // slim fit,,,,,,,,,,,,,,,,,,,,,,,,,,
470,22,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front left belt loop,l1 pant hang tag,,,,none,none,,,,1,,,,,,,,,,,,,l1 pant hang tag,none,none,none,,,,,,,,,,,,,supplier //,,,,,,,,,,,,,,,,,,,,,,,,,,
474,26,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,lining front right,l1 wmns main label,,,,none,none,,,,1,,,,,,,,,,,,,slim fit // 10k/10k // critically taped,none,none,none,,,,,,,,,,,,,slim fit // 10k/10k // critically taped,,,,,,,,,,,,,,,,,,,,,,,,,,
473,25,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,center back waist band facing,l1 wmns pant size label,,,,none,none,,,,1,,,,,,,,,,,,,l1 wmns pant size label,none,none,none,,,,,,,,,,,,,l1 wmns pant size label,,,,,,,,,,,,,,,,,,,,,,,,,,
462,14,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,front of leg gaiter,metal boot hook,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,supplier / ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
460,12,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,strap adjusts,metal strap adjust ,,,,none,none,,,,1 per side = 2 sets,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,please sorce as sample / ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
465,17,L1TA_202_17_LORETTA_DENIM_OVERALL_TRIMS.csv,thread,spi,,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,supplier/ ref number,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,6,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL.csv,waistband ,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,5,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL.csv,lower leg & gaiter,coated 210t,please sorce,100% nylon,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,0,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL.csv,insulation,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,1,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL.csv,seam tape,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,2,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL.csv,lining,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,4,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL.csv,legs,small hole mesh,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,3,L1TA_202_17_LORETTA_DENIM_OVERALL_SHELL.csv,bib & hand pocket lining,solid 210t,please sorce,100% nylon,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3118,4,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv,leg venting, self fabric pull,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,shell fabric matching,none,none,none,,,,,,,,,,,,,factory made // 11nt-045 ,,,,,,,,,,,,,,,,,,,,,,,,,,
3114,0,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv,back right pocket,#3 coil,,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadr12 fashion drop  // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
3115,1,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv,leg vents,#5 coil,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadhr diecast wire // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,2,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv,hem,#5 coil,,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,non ykk dadhr diecast wire // 1-way locking,,,,,,,,,,,,,,,,,,,,,,,,,,
3122,8,L1TA_201_17_LORETTA_TWILL_OVERALL_TRIMS.csv,"bottom left hand pocket,  top left back pocket","10mm 
square rivet ",,,,none,none,,,,2,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,l1-2016-trim-004,,,,,,,,,,,,,,,,,,,,,,,,,,
