,style,description ,ref,Fabric,Trims,Supplier,location,Qty,Color way-1,Color way-2,Color way-3,Color way-4,Color way-5
452,lfv11467,10mm metal eyelet,nan,0,1,local,"hood adjustment (4)
bottom adjustement (2)",6,antic silver,antic silver,antic silver,antic silver,antic silver
453,lfv11467,5mm nylon webbing ,eis15u-xmtre01,0,1,yf zipper,"bottom adjustment  (1)
hood adjustment (2)",3,poppy,port royal,poppy,port royal,noir
454,lfv11467,"velcro female (rounded corner)
12x60mm",nan,0,1,local / pahio,"hood (3)
collar (3)",6,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton
455,lfv11467,"velcro male (rounded corner)
12x60mm",nan,0,1,local / pahio,collar flap (3),3,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton
456,lfv11467,"velcro female ( rounded corner)
20x80mm",nan,0,1,local / pahio," cuff adjustment
on  garment  ",2,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton
457,lfv11467,"velcro male ( rounded corner)
20x60mm",nan,0,1,local / pahio," cuff adjustment
on  flap ",2,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton
458,lfv11467,"velcro female ( rounded corner)
20x100mm",nan,0,1,local / pahio,"back hood adjustment
on  garment  ",1,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton
459,lfv11467,"velcro male ( rounded corner)
20x60mm",nan,0,1,local / pahio,"back hood adjustment 
on  flap ",1,"ton/ton
0536","ton/ton
0536","ton/ton
0137",black,ton/ton
460,lfv11467,bourdon stitching,nan,0,1,"local
ming shang",top pocket / along seam,2,"poppy
188","grenat
6333",186,10020,"north sea
464"
461,lfv11467,embroidery  lafuma 60mm,nan,0,1,"local
ming shang",right front / top,1,"poppy
188","grenat
6333",186,10020,"north sea
464"
462,lfv11467,embroidery lafuma feuille 20 mm,nan,0,1,"local
ming shang",left sleeve / top,1,"poppy
188","grenat
6333",186,10020,"north sea
464"
463,lfv11467, climactive woven fly,lw050-e,0,1,triple star,bottom left back,1,standard,standard,standard,standard,standard
464,lfv11467,labels  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
465,lfv11467,main label medium size,lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
466,lfv11467,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
467,lfv11467,care label & p.o. label,nan,0,1,local,left side seam ,1,white satin ,nan,nan,nan,nan
468,lfv11467,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper,1,standard,nan,nan,nan,nan
469,lfv11467,hang tag low impact,ht394299-e,0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan
470,lfv11467,hangtag lafuma corporate,"big
ht-394081-e",0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan
471,lfv11467,hang tag climactive,"big'
ht394133-e",0,1,triple star,refer artwork for position ,1,standard,nan,nan,nan,nan
472,lfv11467,hang tag pfc free,ht394145-e,0,1,triple star,back of corporate ht,1,standard,nan,nan,nan,nan
473,lfv11467,gencode sticker,nan,0,1,local,nan,2,standard,nan,nan,nan,nan
474,lfv11467,"silica gel dmf u free
5gr",nan,0,1,local,nan,1,standard,nan,nan,nan,nan
475,lfv11467,polybag,nan,0,1,local,for garment packing ,1,standard,nan,nan,nan,nan
476,lfv11468,"shell 1
pfm0025v4 3l",nan,1,0,flying tex,"outer jkt
+ pocket bag",nan,saphir,blue sense,port royal,nan,nan
477,lfv11468,full seam tape,nan,1,0,local,full seam tape,nan,"ton/ton
grey","ton/ton
grey","ton/ton
grey",nan,nan
478,lfv11468,non woven,nan,1,0,local,flaps + embroideries backside,nan,white,white,white,nan,nan
479,lfv11468,"shell 2
pr20 nylon fd (bulk)",nan,1,0,local,inner jacket,nan,insigna blue / local,"polar blue
15-4717 tcx","hortensia
18-1635 tcx",nan,nan
480,lfv11468,"shell 2
pr20 nylon fd (bulk)",nan,1,0,local,inner jacket lining,nan,insigna blue / local,"polar blue
15-4717 tcx","hortensia
18-1635 tcx",nan,nan
481,lfv11468,non woven,nan,1,0,local,flaps + embroideries backside,nan,white,white,white,nan,nan
482,lfv11468,"fake fur
ref # f1g0405klxe049n
nanjing hg-nice gain fabric co.,ltd",nan,1,0,local,front hood ,nan,naturel,naturel,naturel,nan,nan
483,lfv11468,"insulation 
padding sk2 quality 120g",nan,1,0,local,body,nan,120g,120g,120g,nan,nan
484,lfv11468,"insulation 
padding sk2 quality 80g",nan,1,0,local,sleeve - hodd,nan,80g,80g,80g,nan,nan
485,lfv11468,"zipper delrin # 5
2ways - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"eclipse blue
tape : 960
teeth : dark nickel","north sea
tape : 579
teeth : dark nickel","ruby red
tape : 864
teeth : dark nickel",nan,nan
486,lfv11468,"zipper delrin # 3 (left insert)
1way - separable- autolock
sd31ma.rt
",nan,0,1,"max
zipper",inside jacket / 3in1 system,1,"eclipse blue
tape : 960
teeth : dark nickel","north sea
tape : 579
teeth : dark nickel","ruby red
tape : 864
teeth : dark nickel",nan,nan
487,lfv11468,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,eclipse blue,north sea,ruby red,nan,nan
488,lfv11468,"12mm flat metal snap - invisible
(female & male part)",nan,0,1,local,"6x front opening
2x cuff adjustement
2x pocket",10,antic silver,antic silver,antic silver,nan,nan
489,lfv11468,"12mm flat metal snap  
(male part)",nan,0,1,local,"2x cuff adjustement
",2,antic silver,antic silver,antic silver,nan,nan
490,lfv11468,"12mm flat metal snap  
(female part)",nan,0,1,local,"jkt connection 
1x inside middle hood
(refer to hood detail page)",1,antic silver,antic silver,antic silver,nan,nan
491,lfv11468,invisible plastic snap button ,nan,0,1,local,"jkt connection 
1x back neckline webbing
2x bottom sleeve webbing",3,black,black,black,nan,nan
492,lfv11468,webbing 10mm width,nan,0,1,local,"jkt connection 
1x back neckline
2x bottom sleeve ",3,black,black,black,nan,nan
493,lfv11468,"velcro female ( rounded corner)
20x100mm",nan,0,1,local,"back hood adjustment
on  garment  ",1,tone on tone,tone on tone,tone on tone,nan,nan
494,lfv11468,"velcro male ( rounded corner)
20x60mm",nan,0,1,local,"back hood adjustment 
on  flap ",1,tone on tone,tone on tone,tone on tone,nan,nan
495,lfv11468,"zipper delrin #3 (right insert)
1 way-separable-autolock - reversible puller
sd31maxr8",nan,0,1,"max
zipper",front zip,1,"eclipse blue
tape : 960
teeth : dark nickel","north sea
tape : 579
teeth : dark nickel","ruby red
tape : 864
teeth : dark nickel",nan,nan
496,lfv11468,mmg webbing 5mm,eis15u-xmtre01,0,1,yf zipper,"1x back neckline
2x bottom sleeve",3,saphir,polar blue,hortensia,nan,nan
497,lfv11468,10mm elastic,nan,0,1,local,bottom sleeve,2,white,white,white,nan,nan
498,lfv11468,"12mm flat metal snap  
(male part)",nan,0,1,local,"jkt connection 
1x under middle hood
(refer to the sketches)",1,antic silver,antic silver,antic silver,nan,nan
499,lfv11468,marking  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
500,lfv11468,embroidery lafuma 60mm,nan,0,1,local / ming shyang,"right top front / 
outer jkt",1,"eclipse blue
30055","north sea
30060","ruby red
f196",nan,nan
501,lfv11468,embroidery leaf 20mm,nan,0,1,local / ming shyang,"center on top sleeve / 
outer jkt",1,"eclipse blue
30055","north sea
30060","ruby red
f196",nan,nan
502,lfv11468,woven label climactive,lw050-e,0,1,triple star,left bottom side,1,standard,nan,nan,nan,nan
503,lfv11468,marking  inner jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
504,lfv11468,embroidery lafuma 60mm,nan,0,1,local / ming shyang,"right top front / 
inner jkt",1,"eclipse blue
30055","polar blue
464","ruby red
f196",nan,nan
505,lfv11468,embroidery leaf 20mm,nan,0,1,local / ming shyang,"center on top sleeve / 
inner jkt",1,"eclipse blue
30055","polar blue
464","ruby red
f196",nan,nan
506,lfv11468,main woven label big size,lw033-e,0,1,sml, on pocket,1,standard,nan,nan,nan,nan
507,lfv11468,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,"on the left pocket
refer to the lining page",1,standard,nan,nan,nan,nan
508,lfv11468,care label & p.o. label,lc011-e,0,1,sml,left side seam ,1,standard,nan,nan,nan,nan
509,lfv11468,"woven label
",lw034-e,0,1,sml,"neckline / centered 
",1,nan,nan,nan,nan,nan
510,lfv11468,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,"neckline / centered 
inner jacket",1,standard,nan,nan,nan,nan
511,lfv11468,care label & p.o. label,lc011-e,0,1,sml,"left side seam 
inner jacket",1,nan,nan,nan,nan,nan
512,lfv11468,hang tag low impact,ht394299-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
513,lfv11468,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,front zipper,1,standard,nan,nan,nan,nan
514,lfv11468,"hang tag climactive
","small
ht394146-e",0,1,triple star,inside corporate ht,1,standard,nan,nan,nan,nan
515,lfv11468,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
516,lfv11468,gencode sticker,nan,0,1,local,nan,2,standard,nan,nan,nan,nan
517,lfv11468,"silica gel dmf u free
5gr",nan,0,1,local,nan,1,standard,nan,nan,nan,nan
518,lfv11468,polybag,nan,0,1,local,nan,1,standard,nan,nan,nan,nan
519,lfv11489,"shell 1 
06302 5k/5k",nan,1,0,libolon,outer jacket,nan,anthracite grey,heather grey,nightfall h07b,nan,nan
520,lfv11489,"shell 3
highloft fleece ca491",nan,1,0,everwei,hood lining,nan,black,black,deep blue,nan,nan
521,lfv11489,"fake fur
ref # f1g0405klxe049n
nanjing hg-nice gain fabric co.,ltd",nan,1,0,local,front hood,nan,naturel,naturel,naturel,nan,nan
522,lfv11489,"nylon 210 t
",nan,1,0,local,body + sleeves + pockets lining ,nan,black,black,black,nan,nan
523,lfv11489,seam tape critical,nan,0,1,local ,collar + hood + shoulder + armhole,nan,clear,clear,clear,nan,nan
524,lfv11489,"non woven
",nan,1,0,local,collar + flaps + embroideries backside,nan,white,white,white,nan,nan
525,lfv11489,"shell 2
8093 ldf3",nan,1,0,caroltex,inner jacket,nan,noir,noir,polar blue,nan,nan
526,lfv11489,"shell 2
8093 ldf3",nan,1,0,caroltex,inner jacket lining,nan,noir,noir,polar blue,nan,nan
527,lfv11489,"insulation 
padding pk80 - weight 150g",nan,1,0,local,body,nan,150g,150g,150g,nan,nan
528,lfv11489,"insulation 
padding pk80 - weight 100g",nan,1,0,local,sleeves + collar,nan,100g,100g,100g,nan,nan
529,lfv11489,"zipper delrin # 5
2ways - separable - autolock
sd51ma.rt",nan,0,1,"max
zipper",front zip,1,"anthracite grey
075","heather grey
183","north sea
074",nan,nan
530,lfv11489,"zipper vislon # 3  - ""left insert""
1way - separable - autolock 
 vsor-36 da e p12 kensin musi n-anti newkob4",nan,0,1,"ykk musi
zipper",inside jacket / 3in1 system,1,"anthracite grey
075","heather grey
183","north sea
074",nan,nan
531,lfv11489,"zipper inverted coil #5
1way - non separable - non lock 
sn52max",nan,0,1,"max
zipper",2x front pocket,2,"anthracite grey
075","heather grey
183","north sea
074",nan,nan
532,lfv11489,"zipper inverted coil #3  
1way - non separable - non lock 
sn31wdm",nan,0,1,"max
zipper",security pocket,1,"anthracite grey
075","heather grey
183","north sea
074",nan,nan
533,lfv11489,cord puller,zp072-e,0,1,dragon times,1x front zipper,1,noir,noir,noir,nan,nan
534,lfv11489,"12mm flat metal snap - invisible
(female & male part)",nan,0,1,local,"6x front opening
5x bottom hood +  collar flap
2x cuff adjustement
5x removable fake fur on front hood",16,antic silver,antic silver,antic silver,nan,nan
535,lfv11489,"12mm flat metal snap  
(female part)",nan,0,1,local,"
1x middle collar top flap
",1,antic silver,antic silver,antic silver,nan,nan
536,lfv11489,"12mm flat metal snap  
(male part)",nan,0,1,local,2x cuff adjustement,2,antic silver,antic silver,antic silver,nan,nan
537,lfv11489,"velcro female 20mm width
(rounded corner)",nan,0,1,local,"1x back hood
",1,t0536,t0536,to524,nan,nan
538,lfv11489,"velcro male 20mm width
(rounded corner)",nan,0,1,local,"1x back hood flap
",1,t0536,t0536,to524,nan,nan
539,lfv11489,12mm nylon webbing ,nan,0,1,local,"jkt connection 
1x inside back neckline
2x inside bottom sleeve",3,black,black,black,nan,nan
540,lfv11489,8mm plastic snap,nan,0,1,local,"jkt connection 
inside back neckline webbing
inside bottom sleeve webbing",3,black,black,black,nan,nan
541,lfv11489,trimming and accessories inner jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
542,lfv11489,nan,ref,0,1,supplier,designation,qty,"black
0247","heather grey
4809","north sea
8604",nan,nan
543,lfv11489,"zipper vislon # 3 - ""right insert""
1way - separable - autolock
vs(bi color)or -38 du2 e p12 kensin musi n-anti newkob4",nan,0,1,"ykk musi
zipper",front zip,1,"black
580","black
580","north sea
074",nan,nan
544,lfv11489,mmg webbing 5mm width,eis15u-xmtre01,0,1,yf zipper,"1x back neckline
2x bottom sleeve",3,noir,noir,polar blue,nan,nan
545,lfv11489,10mm elastic,nan,0,1,local,bottom sleeve,2,white,white,white,nan,nan
546,lfv11489,marking  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
547,lfv11489,embroidery lafuma 60mm,nan,0,1,local / ming shyang,"right top front / 
outer jkt",1,"anthracite grey
m416","heather grey
40030","north sea
464",nan,nan
548,lfv11489,embroidery leaf 20mm,nan,0,1,local / ming shyang,"left top sleeve / 
outer jkt",1,"anthracite grey
m416","heather grey
40030","north sea
464",nan,nan
549,lfv11489,marking  inner jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
550,lfv11489,embroidery lafuma 60mm,nan,0,1,local / ming shyang,"right top front / 
inner jkt",1,"black
9000","black
9000","north sea
369",nan,nan
551,lfv11489,embroidery leaf 20mm,nan,0,1,local / ming shyang,"left top sleeve / 
inner jkt",1,"black
9000","black
9000","north sea
369",nan,nan
552,lfv11489,labels  outer jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
553,lfv11489,"woven label
",lw034-e,0,1,sml,neckline / centered ,1,orange ,nan,nan,nan,nan
554,lfv11489,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,neckline / centered ,1,standard,nan,nan,nan,nan
555,lfv11489,care label & p.o. label,lc011-e,0,1,local,left side seam ,1,white satin ,nan,nan,nan,nan
556,lfv11489,"woven label climactive
",lw050-e,0,1,triple star,left side seam ,1,standart,nan,nan,nan,nan
557,lfv11489,labels inner jkt,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
558,lfv11489,"woven label
",lw034-e,0,1,sml,"neckline / centered 
",1,orange ,nan,nan,nan,nan
559,lfv11489,"size woven label mmg 
alpha women /top",lws18-04,0,1,sml,"neckline / centered 
inner jacket",1,standard,nan,nan,nan,nan
560,lfv11489,care label & p.o. label,lc011-e,0,1,sml,"left side seam 
inner jacket",nan,white satin ,nan,nan,nan,nan
561,lfv11489, hang tag,nan,0,1,nan,nan,nan,nan,nan,nan,nan,nan
562,lfv11489,hang tag mix & match,ht394325/ne,0,1,triple star,front zipper ,1,standard,nan,nan,nan,nan
563,lfv11489,hangtag lafuma corporate,"small
ht-394082-e",0,1,triple star,left side pocket,1,standard,nan,nan,nan,nan
564,lfv11489,"hang tag climactive
","small
ht394146-e",0,1,triple star,insert on corporate ht,1,standard,nan,nan,nan,nan
565,lfv11489,hang tag pfc free,ht394145-e,0,1,triple star,nan,1,standard,nan,nan,nan,nan
566,lfv11489,gencode sticker,nan,0,1,local,nan,2,nan,nan,nan,nan,nan
567,lfv11489,"silica gel dmf u free
5gr",nan,0,1,local,nan,1,nan,nan,nan,nan,nan
568,lfv11489,polybag,nan,0,1,local,nan,1,nan,nan,nan,nan,nan
569,lfv11492,"shell 1
pfm0025v4 3l",nan,1,0,flying tex,"outer jkt
+ pocket bag",nan,blue sense,noir,grenat,nan,nan
570,lfv11492,full seam tape,nan,0,1,local,full seam tape,nan,"ton/ton
grey","ton/ton
grey","ton/ton
grey",nan,nan
571,lfv11492,non woven,nan,1,0,local,flaps + embroideries backside,nan,white,white,white,nan,nan
