,item,supplier,ref,description,spec,width:,weight:,position,qty,price/unit,unit,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,fabric,trims,outer,inner
529,trims,dong gwang sa industry,string bell stopper 3mm/dghs-323,cord end ball,none,,,hood front part left and right,2,none,,black,black,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
530,trims,dragon times,hmp 012 db 0691-0,eyelet 8mm,none,,,"hood front part left and right side, collar inside and outside",8,none,,gloss silver db 0691-0,gloss silver db 0691-0,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
531,trims,dg.in dal,gol tape 10m/m,grosgrain tape,none,,,left and right side seams,none,none,,black,black,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
532,trims,dong gwang sa industry,pl stopper dghs-324,cord stopper a,none,,,left and right side seams,2,none,,black,black,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
533,trims,dong gwang sa industry,pl end stopper dgst-beh080,cord end very tiny drop shape,none,,,left and right side seams,2,none,,black,black,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
534,trims,dong gwang sa industry,eyelet 8mm,eyelet 8mm,none,,,left and right side seams,4,none,,"gloss silver
local color","gloss silver
local color",none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
535,trims,dg.in dal,elastic nylon string,"draw cord 2,5mm",none,,,bottom hem adjustment,none,none,,black,black,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
536,trims,dg.in dal,gol tape 10m/m,ribs tape for  phone card holder,none,,,inside  on neck position ,none,none,,black,black,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
537,stitching,kido,vertical bartacks,bartacks,none,,,all all zipper starting and ending points ,none,none,,silver 14-5002 tcx,silver 14-5002 tcx,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
538,packaging,vietnam.nhat loi,none,polybag with head print,none,,,size matching garment - follow packing instruction,1,none,, -- , -- ,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
539,packaging,vn.cosmo,none,barcode sticker,none,,,attach on polybag - follow packing instruction,1,none,, -- , -- ,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
540,packaging,vn.cosmo,none,barcode sticker,none,,,attach on carton- follow packing instruction,1,none,, -- , -- ,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
541,packaging,mainetti hk,"h-pa 005 
(ell45cs with bar )","plastic hanger "" head""",none,,,none,1,none,,semi clear,semi clear,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
542,hang tags,avery dennsion,h-pa 008,main hang-tag head 360,none,,,attach hang-tag on left front pocket,1,none,, -- , -- ,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
543,hang tags,avery dennsion,h-pa 009,head  360  tag inlay ,none,,,inlay inside main hang-tag,1,none,, -- , -- ,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
544,hang tags,dg.me qi,he htco-001,cord for hang tag,none,,,to attach hang-tag,1,none,, -- , -- ,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
545,hang tags,vn.cosmo,none,barcode sticker,none,,,attach on hang-tag - follow packing instruction,1,none,, -- , -- ,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
546,hang tags,ykk,none,ykk general hang-tag,none,,,behind generel hang-tag,1,none,, -- , -- ,none,none,,,,,head,821126 _sestriere mens jacket,0,1,1,0
547,fabric/ lining,solis,sone 108-3l04-d,3 layer main material stretch,none,,,"front part at thigh of pant going over to back part, waistband , beltloops, flaps for waistband adjustment, beltloop in cb is with hightlight tape, pocket bags(a)",none,none,,scarlet red 19-1760,aurora  12-0642 tcx,dress blue 19-4024 tcx,black,,,,,head,821156 stelvio pants men,1,0,1,0
548,fabric/ lining,solis,sone 108-3l04-d,3 layer main material stretch,none,,,"lower front part , back part (b)",none,none,,dress blue 19-4024 tcx,aurora 12-0642 tcx,dress blue 19-4024 tcx,aurora 12-0642 tcx,,,,,head,821156 stelvio pants men,1,0,1,0
549,fabric/ lining,"texland&nexko co., ltd.",tex#1651 ,leg protection ,none,,,"inside legs, for shape keep to design sketch",none,none,,black,black,black,black,,,,,head,821156 stelvio pants men,1,0,1,0
550,fabric/ lining,dong hwa ind co.ltd,spandex fulldull twoway (280g),lycra material,none,,,little insert on top end of powder skirt,none,none,,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,,,head,821156 stelvio pants men,1,0,1,0
551,fabric/ lining,woojutextile,"benbug 175g (75 bonberg, 175g brushed) ",brushed lining,none,,,inside waistband on back part only,none,none,,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,,,head,821156 stelvio pants men,1,0,1,0
552,fabric/ lining,g&h international co. ltd,n/t 210 pu co,coated taffetta,none,,,lower powder skirt ,none,none,,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,iron gate 19-3910 tcx,,,,,head,821156 stelvio pants men,1,0,1,0
553,seam tape,solis,s30908-blk921f131,seam tape for 3 layer,none,,,all seams,none,none,,light grey,light grey,light grey,light grey,,,,,head,821156 stelvio pants men,0,1,1,0
554,velcro,dg dong dae - kido,20m/m,loops,none,,,"waistband adjustment, shape see design sketch",2,none,,black,black,black,black,,,,,head,821156 stelvio pants men,0,1,1,0
555,velcro,dg dong dae - kido,20m/m,hooks,none,,,"waistband adjustment, shape see design sketch",2,none,,black,black,black,black,,,,,head,821156 stelvio pants men,0,1,1,0
556,logo,clotex,"h-la 013 version up, head logo lasercut",tab logo,none,,,front part at left thigh along powerseam,1,"0,115$",,version b: hipster c-407                      silver- print black,version b: hipster c-407                      silver- print black,version b: hipster c-407                      silver- print black,version b: hipster c-407                       silver- print black,,,,,head,821156 stelvio pants men,0,1,1,0
557,logo,dragon times,h-mp 011 db 0692-0,rivet,none,,,"front part, work with plastic washer behind",1,"0,10$",,gloss silver db 0692-0,gloss silver db 0692-0,gloss silver db 0692-0,gloss silver db 0692-0,,,,,head,821156 stelvio pants men,0,1,1,0
558,logo,dragon times,h-mp 014 db 0717,press button wishbone,none,,,center front closure,2,"0,18$",,gloss silver db-0717,gloss silver db-0717,gloss silver db-0717,gloss silver db-0717,,,,,head,821156 stelvio pants men,0,1,1,0
559,logo,dong gwang sa - kido,pl washer for head,press button press wishbone,none,,,center front closure under,2,none,,white,white,white,white,,,,,head,821156 stelvio pants men,0,1,1,0
560,label,avery dennison,h-aw 115,head neck label compact woven loop  -black,none,,,"inside pants, centre back waist band",1,none,,black,black,black,black,,,,,head,821156 stelvio pants men,0,1,1,0
561,label,clotex,h- aw 131,care and content label,none,,,below  size label h-aw 115,1,none,,white,white,white,white,,,,,head,821156 stelvio pants men,0,1,1,0
562,zipper,ykk,none,"coil reversed #5 o/e, auto lock",none,,,front zipper,1,none,,scarlet 19-1760 tcx ykk 519,yellow ykk 504,dress blue ykk 960,black ykk580,,,,,head,821156 stelvio pants men,0,1,1,0
563,zipper,ykk,dab,"slider, dab",none,,,front zipper,1,none,,scarlet 19-1760 tcx ykk 519,yellow ykk 504,dress blue ykk 960,black ykk580,,,,,head,821156 stelvio pants men,0,1,1,0
564,zipper,ykk,none,#3 concealed zip ,none,,,1x inside pocket,1,none,,scarlet 19-1760 ykk 166,yellow ykk 504,dress blue ykk 160,black ykk580,,,,,head,821156 stelvio pants men,0,1,1,0
565,zipper,ykk,dacr-s,slider dacr-s,none,,,1x inside pocket,2,none,,scarlet 19-1760 ykk 166,yellow ykk 504,dress blue ykk 160,black ykk580,,,,,head,821156 stelvio pants men,0,1,1,0
566,zipper,ykk,none,#3 coil reverse,none,,,2x  front pockets,2,none,,scarlet 19-1760 tcx ykk 519,yellow ykk 504,dress blue ykk 960,black ykk580,,,,,head,821156 stelvio pants men,0,1,1,0
567,zipper,ykk,dav3lh,slider dav3lh,none,,,2x  front pockets,2,none,,scarlet 19-1760 tcx ykk 519,yellow ykk 504,dress blue ykk 960,black ykk580,,,,,head,821156 stelvio pants men,0,1,1,0
568,zipper,ykk,none,#3 coil reverse,none,,,"2x  ventilation zips, ",2,none,,dress blue ykk 960,yellow ykk 504,dress blue ykk 960,yellow ykk 504,,,,,head,821156 stelvio pants men,0,1,1,0
569,zipper,ykk,dav3lh,slider dav3lh,none,,,"2x  ventilation zips, ",2,none,,dress blue ykk 960,yellow ykk 504,dress blue ykk 960,yellow ykk 504,,,,,head,821156 stelvio pants men,0,1,1,0
570,stitching,kido,"silver thread , 1cm",bartacks,none,,,"on each zipper ending, ",none,none,,silver c-407,silver c-407,silver c-407,silver c-407,,,,,head,821156 stelvio pants men,0,1,1,0
571,stitching,kido,dtm thread,bartacks,none,,,on each belt loop,none,none,,dtm,dtm,dtm,dtm,,,,,head,821156 stelvio pants men,0,1,1,0
572,zip puller,dragon times,h-zp007 df 0752-0,head zipper puller with loop,none,,,2x hand pockets,2,none,,gloss silver db 0752-0,gloss silver db 0752-0,gloss silver db 0752-0,gloss silver db 0752-0,,,,,head,821156 stelvio pants men,0,1,1,0
573,zip puller,dragon times,h-el 025,rope puller with loop,none,,,2x ventilation,2,none,,black,black,black,black,,,,,head,821156 stelvio pants men,0,1,1,0
574,trims,guo zheng webbing co ltd,h-el 004,silicon elastic tape  head 25mm,none,,,snow skirt at leg openings,none,none,,black,black,black,black,,,,,head,821156 stelvio pants men,0,1,1,0
575,trims,dg.in dal - kido,tebdm4001,inside  elastic tape,none,,,inside back waistband,none,none,,white,white,white,white,,,,,head,821156 stelvio pants men,0,1,1,0
576,trims,himel - kido,hot melt film (am-120s),hotmelt/welding film,none,,,"belt loop, waist adjustment flap, hem, fly",none,none,,none,none,none,none,,,,,head,821156 stelvio pants men,0,1,1,0
577,packaging,vietnam.nhat loi,none,polybag with head print,none,,,size matching garment - follow packing instruction,1,none,, -- , -- , -- , -- ,,,,,head,821156 stelvio pants men,0,1,1,0
578,packaging,vn.cosmo,none,barcode sticker,none,,,attach on polybag - follow packing instruction,1,none,, -- , -- , -- , -- ,,,,,head,821156 stelvio pants men,0,1,1,0
579,packaging,vn.cosmo,none,barcode sticker,none,,,attach on carton - follow packing instruction,none,none,,none,none,none,none,,,,,head,821156 stelvio pants men,0,1,1,0
580,trims,mainetti hk,"h-pa 005 
(ell45cs with bar )","plastic hanger "" head""",none,,,none,1,none,,semi clear,semi clear,semi clear,semi clear,,,,,head,821156 stelvio pants men,0,1,1,0
581,hang tags,avery dennsion,h-pa 008,main hang-tag head 360,none,,,attach hang-tag on left front pocket,1,none,, -- , -- , -- , -- ,,,,,head,821156 stelvio pants men,0,1,1,0
582,hang tags,avery dennsion,h-pa 009,head  360  tag inlay ,none,,,inlay inside main hang-tag,1,none,, -- , -- , -- , -- ,,,,,head,821156 stelvio pants men,0,1,1,0
583,hang tags,dg.me qi,he htco-001,cord for hang tag,none,,,to attach hang-tag,1,none,, -- , -- , -- , -- ,,,,,head,821156 stelvio pants men,0,1,1,0
584,hang tags,vn.cosmo,none,barcode sticker,none,,,attach on hang-tag - follow packing instruction,1,none,, -- , -- , -- , -- ,,,,,head,821156 stelvio pants men,0,1,1,0
585,hang tags,ykk,none,ykk general hang-tag,none,,,behind generel hang-tag,1,none,, -- , -- , -- , -- ,,,,,head,821156 stelvio pants men,0,1,1,0
586,defender® libolon,libolon,06302 10k/10k,fabric 1,88% pes 12% pu// 100% tpu // 0,"56""",none,"main shell 
(except yokes next to left hand and sleeve pockets)",none,,,aquamarine,dark night,none,none,none,,,,edier,eiv4439,1,0,1,0
587,defender®h+ motley dull,flying tex,pfw017n35,fabric 2,100% pes// 100% tpu // 0,"56""",162g/m2,"hood + body sides + under sleeves     
     
     
     
     
     
",none,,,aquamarine,dark night,none,none,none,,,,edier,eiv4439,1,0,1,0
588,nylon downproof planet,caroltex  8093ldf3,none,lining,none,none,none,hood + front body + back sides,none,,,dark night,blue morpho,none,none,none,,,,edier,eiv4439,1,0,1,0
589,210t nylon ,local sourcing,none,lining,none,none,none,sleeves + inner pocket bag + care label pocket ,none,,,black,black,none,none,none,,,,edier,eiv4439,1,0,1,0
590,"micromax / polytricot     
","local sourcing     
",none,pockets,none,none,none,hand pockets,none,,,black,black,none,none,none,,,,edier,eiv4439,1,0,1,0
591,nylon,"local sourcing     
",none,pockets,none,none,none,inner pocket,none,,,black,black,none,none,none,,,,edier,eiv4439,1,0,1,0
592,"sealed seams       
",all seams,none,"waterproofness
",none,none,none,none,none,,,none,none,none,none,none,,,,edier,eiv4439,1,0,1,0
593,topstitching,topstitching,none,threads,none,none,none,none,none,,,none,none,none,none,none,,,,edier,eiv4439,1,0,1,0
594,bartacks,topstitching,none,threads,none,none,none,none,none,,,none,none,none,none,none,,,,edier,eiv4439,1,0,1,0
595,downproof planet print,caroltex,8093ldf3 + print,fabric 1,none,none,none,main shell,none,,,dark night  / candy pink camo,dark night,none,none,none,,,,edier,eiv4439,1,0,0,1
596,spacer,local sourcing,none,lining,none,none,none,bottom of body + bottom sleeves,none,,,none,none,none,none,none,,,,edier,eiv4439,1,0,0,1
597,downproof planet,"caroltex 8093ldf3     
",none,lining,none,none,none, - body,none,,,dark night,aquamarine,none,none,none,,,,edier,eiv4439,1,0,0,1
598,"210t nylon     
","local sourcing     
",none,lining,none,none,none," - sleeves
",none,,,black,black,none,none,none,,,,edier,eiv4439,1,0,0,1
599,"micromax - (polytricot approved 03/08/2016)     
","local sourcing     
",none,lining,none,none,none,#NAME?,none,,,black,black,none,none,none,,,,edier,eiv4439,1,0,0,1
600,fake down     ,local sourcing,none,"insulation









",none,none,none," - body
 - sleeves",none,,,none,none,none,none,none,,,,edier,eiv4439,1,0,0,1
601,e loft,local sourcing,none,"insulation









",none,60gr ,none, - collar,none,,,none,none,none,none,none,,,,edier,eiv4439,1,0,0,1
602,e loft,local sourcing,none,"insulation









",none,60gr -> 120g,none, - collar,none,,,none,none,none,none,none,,,,edier,eiv4439,1,0,0,1
603,topstitching,none,none,threads,none,none,none,none,none,,,matching,matching,none,none,none,,,,edier,eiv4439,1,0,0,1
604,bartacks,none,none,threads,none,none,none,none,none,,,matching,matching,none,none,none,,,,edier,eiv4439,1,0,0,1
605,"metallux zipper/ antic silver finishin g5mm autolock, open end1 way, dalh slidersupplier : ykk",none,none,zippers,none,none,none,front opening,1,,,blue morpho ykk 020,dark night ykk 169,none,none,none,,,,edier,eiv4439,1,0,1,0
606,"5mm reversible vislonopen end, 1 waydu slidersupplier : ykk",none,none,zippers,none,none,none,for ias system,1,,,blue morpho ykk 020,dark night ykk 169,none,none,none,,,,edier,eiv4439,0,1,1,0
607,"reversed coil zip3mmnon lock, close end1 way, dfbw slidersupplier : ykk",none,none,zippers,none,none,none,"inner pocket,",1,,,blue morpho ykk 020,dark night ykk 169,none,none,none,,,,edier,eiv4439,0,1,1,0
608,"reversed coil zip3mmnon lock, close end1 way, dfbw slidersupplier : ykk",none,none,zippers,none,none,none,hand pockets,2,,,blue morpho ykk 020,dark night ykk 169,none,none,none,,,,edier,eiv4439,0,1,1,0
609,"coil zip3mmautolock, open end1 way, da slidersupplier : ykk",none,none,trims,none,none,none,removable hood12 cm,1,,,blue morpho ykk 020,dark night ykk 169,none,none,none,,,,edier,eiv4439,0,1,1,0
610,rubber pullerref: eiw18-03,none,none,trims,none,none,none,center front opening ,1,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
611,puller rubberref: eis19-05supplier : dragon times,none,none,trims,none,none,none,hand pockets,2,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
612,drawstring outdoorref: ew026supplier: yf zipper,none,none,trims,none,none,none,hood,1,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
613,supplier: yf zippernot elasticcolored pearl,none,none,trims,none,none,none,inner pocketback hood,1,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
614,rubber stopperref: eis15u-xmstp01supplier: unitex,none,none,trims,none,none,none,back hood,1,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
615,colored webbingref: eis15u-xmtre01supplier: yf zipper,none,none,trims,none,none,none,front hoodback hood,1,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
616,to hold stopperseyelet 12mmlocal sourcing,none,none,trims,none,none,none,back hood,1,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
617,small plastic snapref : eiw16-16,none,none,trims,none,none,none,removable,4,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
618,small plastic snapref : eiw16-16,none,none,trims,none,none,none,hoodcuff,2 + 4,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
619,small plastic snapref : eiw16-16,none,none,trims,none,none,none,flaps,3,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
620,supplier : unitex12mmeider hangloop,none,none,trims,none,none,none,3 in 1 connection / 3 points,1,,,blue morpho,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
621,ref : eiw18-01supplier : 'yf zipper4mm diameter,none,none,trims,none,none,none,hangloop at collar,1,,,blue morpho/ dark night/ white,blue morpho/ dark night/ white,none,none,none,,,,edier,eiv4439,0,1,1,0
622,"new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm",sewn on left shoulder of outside jacket,none,labels,none,none,none,none,1,,,blue morpho aquamarine,dark night,none,none,none,,,,edier,eiv4439,0,1,1,0
623,woven big labelref: eiw18-11supplier: sml120x120mm,sewn inside back,none,labels,none,none,none,none,1,,,black,black,none,none,none,,,,edier,eiv4439,0,1,1,0
624,woven hangloop eiderref: eiw15-07supplier: sml,inside collar,none,labels,none,none,none,none,1,,,black,black,none,none,none,,,,edier,eiv4439,0,1,1,0
625,size woven label mmgalpha women topsupplier: smlref: lws18-04,inside collar under hangloop,none,labels,none,none,none,none,1,,,black,black,none,none,none,,,,edier,eiv4439,0,1,1,0
626,canadian labelfor paddinglocal sourcing,inside left,none,labels,none,none,none,none,1,,,white,white,none,none,none,,,,edier,eiv4439,0,1,1,0
