,material,interfacing
10056,",                     BLUE MORPHO   DARK NIGHT                    , , , , , , ",0
10057,",                     8626   6623                    , , , , , , ",0
10058,",     REFERENCE          PLACE      COLOURS                       , , , , , , ",0
10059,", INNER JACKET                                           , , , , , , ",0
10060,", ACCESSORIES                           P. 4               , , , , , , ",0
10061,", STYLE    BANFF 3 IN 1 JKT W      REF        EIV4439     FABRICS   DEFENDER DISCOVERY + MOTLEY                  , , , , , , ",0
10062,", RANGE    WIDE ANGLE SERIES      SEASON        FW18/19     SUPPLIER   PRIMA                 , , , , , , ",0
10063,", PICTURE     REF.    PLACE          QTY  COLOURS                      , , , , , , ",0
10064,", BLUE MORPHO DARK NIGHT                     , , , , , , ",0
10065,", 8626 6623                     , , , , , , ",0
10066,", OTHER TRIMS                                           , , , , , , ",0
10067,", LABELS                                           , , , , , , ",0
10068,", HANGTAGS                                           , , , , , , ",0
10069,", INNER JACKET                                           , , , , , , ",0
10070,", ZIPPERS                                           , , , , , , ",0
10071,", OTHER TRIMS                                           , , , , , , ",0
10072,", LABELS                                           , , , , , , ",0
10073,", SEASON:WI 16/17   SAP: 821126      DATE: 24.02.2016  , , , , , , ",0
10074,", GROUP: RACE   STYLE: SESTRIERE JACKET MEN      SIZES: S - XXL  , , , , , , ",0
10075,", MANUFACTURER: Kido         BASE SIZE: L  , , , , , , ",0
10076,", *All points in red color: defined by YJ based on SMS.  HEAD: noted and confirmed when marked in black         , , , , , , ",0
10077,", COLOR MATRIX , , , , , , ",0
10078,", Changes after size set / proto recieve           , , , , , , ",0
10079,", NO. DESCRIPTION ITEM CODE SUPPLIER COMMENTS/POSITION FABRIC 
WIDTH CONS. PRICE  TOTAL TERMS, , , , , , ",0
10080,", FABRIC/ LINING         scarlet - dress blue black  -aurora, , , , , , ",0
10081,", VELCRO          , , , , , , ",0
10082,", TAPES          , , , , , , ",0
10083,",  LOGO/ BRANDED TRIMS          , , , , , , ",0
10084,",  LABEL          , , , , , , ",0
10085,",  ZIPPER          , , , , , , ",0
10086,",  ZIP PULLER          , , , , , , ",0
10087,",  TRIMS                , , , , , , ",0
10088,",  STITCHING          , , , , , , ",0
10089,",  PACKAGING          , , , , , , ",0
10090,",  HANG TAGS          , , , , , , ",0
10091,", NO. DESCRIPTION ITEM CODE SUPPLIER COMMENTS/POSITION FABRIC 
WIDTH CONS. PRICE  TOTAL TERMS, , , , , , ",0
10092,", FABRIC/ LINING         scarlet - dress blue black  -aurora, , , , , , ",0
10093,", VELCRO          , , , , , , ",0
10094,", TAPES          , , , , , , ",0
10095,",  LOGO/ BRANDED TRIMS          , , , , , , ",0
10096,",  LABEL          , , , , , , ",0
10097,",  ZIPPER          , , , , , , ",0
10098,",  ZIP PULLER          , , , , , , ",0
10099,",  TRIMS                , , , , , , ",0
10100,",  STITCHING          , , , , , , ",0
10101,",  PACKAGING          , , , , , , ",0
10102,",  HANG TAGS          , , , , , , ",0
10103,",   COLOR COMBINATION         WINTER 18/19     , , , , , , ",0
10104,",   LD TRACK 3in1 LOFT JKT    INDEX , , , , , , ",0
10105,",  FABRIC - SUPPLIER:           DEVELOPPER   Marjorie  , , , , , , ",0
10106,", DATE 43848          SUPPLIER :    , , , , , , ",0
10107,", FABRIC   OUTER JKT      
4809 POPPY
7603 BLACK
0247 NORTH SEA
8604      , , , , , , ",0
10108,", FABRIC   INNER JKT 
4809 POPPY
7603 BLACK
0247 NORTH SEA
8604      , , , , , , ",0
10109,", TRIMMING AND ACCESSORIES OUTER JKT                , , , , , , ",0
10110,",  DESCRIPTION  REF SUPPLIER  DESIGNATION QTY
4809 POPPY
7603 BLACK
0247 NORTH SEA
8604 XS S M L XL XXL, , , , , , ",0
10111,",  DESCRIPTION  REF SUPPLIER  DESIGNATION QTY
19-1627TCX POPPY
17-1664TCX BLACK POLAR BLUE
15-4717 TCX XS S M L XL XXL, , , , , , ",0
10112,", MARKING  OUTER JKT                , , , , , , ",0
10113,", MARKING  INNER JKT                , , , , , , ",0
10114,", LABELS  OUTER JKT                , , , , , , ",0
10115,", LABELS INNER JKT                , , , , , , ",0
10116,",  HANG TAG                , , , , , , ",0
10117,", FABRIC + TRIM SPECIFICATION I                                                  , , , , , , ",0
10118,", style name:    W C SIDE BEACH BOTTOM                 product line:                     season:         , , , , , , ",0
10119,", size range:    XS-XL                                              , , , , , , ",0
10120,", sample size:    M                 supplier:                     originator:     EA    , , , , , , ",0
10121,", target price:                     agency:                     created date:     40584    , , , , , , ",0
10122,", style reference:                     sms delivery date:                     edit/upload date:        , , , , , , ",0
10123,", MATERIAL NO.     SUPPLIER   DESCRIPTION        PLACEMENT           # QTY  PRICE  TOTAL  CLRWAY A   CLRWAY B   CLRWAY C   CLRWAY D   COMMENTS    , , , , , , ",0
10124,", PACKAGING         QTY UOM   , , , , , , ",0
10125,", Article Number/Description  Placement           , , , , , , ",0
10126,", TRIMS    Proto     YIELD UOM   , , , , , , ",0
10127,", Article Number/Description  Placement           , , , , , , ",0
10128,", ZIPPERS    Proto     QTY UOM   , , , , , , ",0
10129,", Article Number/Description  Placement Length          , , , , , , ",0
10130,", LINING    Proto     YIELD UOM   , , , , , , ",0
10131,", Article Number/Description  Placement           , , , , , , ",0
10132,", BILL OF MATERIALS             , , , , , , ",0
10133,", BUYER             , , , , , , ",0
10134,", SERIES             , , , , , , ",0
10135,", SEASON             , , , , , , ",0
10136,", DATE             , , , , , , ",0
10137,", RIDE STYLE #              , , , , , , ",0
10138,", STYLE NAME              , , , , , , ",0
10139,", MM RATING              , , , , , , ",0
10140,", SEAM SEALING             , , , , , , ",0
10141,", ACT LINING LEVEL             , , , , , , ",0
10142,", FIT             , , , , , , ",0
10143,", SIZES              , , , , , , ",0
10144,",    RPW11001-R1C2 2.5L Twill          , , , , , , ",0
10145,", COLORWAY  PLACEMENT        YIELD MAIN FABRIC YIELD 2ND FABRIC UNDER CF STORM FLAP & CUFF UOM, , , , , , ",0
10146,", Proto  Main Body Available          YDS, , , , , , ",0
10147,", FABRIC + TRIM SPECIFICATION I                                                  , , , , , , ",0
10148,", style name:    M DEFINED TECH JKT                 product line:     LAYERING              season:     WINTER, , , , , , ",0
10149,", size range:    XS-XXL                                              , , , , , , ",0
10150,", sample size:    L                 supplier:                  originator:     EA      , , , , , , ",0
10151,", target price:                     agency:                   created date:     40983      , , , , , , ",0
10152,", style reference:                     sms delivery date:                   edit/upload date:          , , , , , , ",0
10153,", MATERIAL NO.     SUPPLIER   DESCRIPTION        PLACEMENT           # QTY  PRICE  TOTAL  CLRWAY A   CLRWAY B   CLRWAY C   CLRWAY D   COMMENTS    , , , , , , ",0
10154,", HANGTAGS                                                  , , , , , , ",0
10155,", INT LABELS                                                  , , , , , , ",0
10156,", PRINTS/ BADGES/EMBROIDERIES                                                  , , , , , , ",0
10157,", SPECIAL STITCHING                                                  , , , , , , ",0
10158,", ACCESSORIES                                                  , , , , , , ",0
10159,", ZIPPERS                                                  , , , , , , ",0
10160,", LINING FABRICS                                                  , , , , , , ",0
10161,", SHELL FABRICS                                                  , , , , , , ",0
10162,",   Items Highlighted in Pink are in development and might change.           , , , , , , ",0
10163,",   Items Highlighted in Yellow are the most Recent updates.           , , , , , , ",0
10164,", Locally Sourced Items:
1. MUST COMPLY WITH CPSIA 2008 and be tested for lead by a third party. Must contain less than 90 ppm lead. Test results must be submitted and approved by the Sierra Designs Development Team.
2. Must be submitted to the Sierra Designs Apparel Development Team for approval PRIOR to use.
Trim Cards:
1. Please submit complete trim cards PRIOR to SMS production for approval. Items that have been substituted for SMS must be CLEARLY noted on the trim card.
2. Please submit complete trim cards PRIOR to BULK production for approval. This trim card must be representative of actual BULK materials.             , , , , , , ",0
10165,", Zippers:
1. Men's Zippers -
Slider is on the wearer's RIGHT.
Placket behind the zipper (if applicable) is on the same side as the Slider: Wearer's RIGHT. Exterior Placket (if applicable) is on the opposite side of the Slider: Wearer's LEFT.
2. Women's Zippers-
Slider is on the wearer's LEFT.
Placket behind the zipper (if applicable) is on the same side as the Slider: Wearer's LEFT. Exterior Placket (if applicable) is on the opposite side of the Slider: Wearer's RIGHT.             , , , , , , ",0
10166,", M Outside-In Hoody                                                                                   Season: Fall 2016
                                                                                                                                                                  Factory: Solunatex              , , , , , , ",0
10167,", Style Number: 228184             , , , , , , ",0
10168,", Size Range: S-XXL             , , , , , , ",0
10169,", BOM             , , , , , , ",0
10170,", Item Code (excludes local source)     Description Supplier Placement Qty. Cost: Colorways:   , , , , , , ",0
10171,",   Items Highlighted in Pink are in development and might change.           , , , , , , ",0
10172,",   Items Highlighted in Yellow are the most Recent updates.           , , , , , , ",0
10173,", Locally Sourced Items:
1. MUST COMPLY WITH CPSIA 2008 and be tested for lead by a third party. Must contain less than 90 ppm lead. Test results must be submitted and approved by the Sierra Designs Development Team.
2. Must be submitted to the Sierra Designs Apparel Development Team for approval PRIOR to use.
Trim Cards:
1. Please submit complete trim cards PRIOR to SMS production for approval. Items that have been substituted for SMS must be CLEARLY noted on the trim card.
2. Please submit complete trim cards PRIOR to BULK production for approval. This trim card must be representative of actual BULK materials.             , , , , , , ",0
10174,", Zippers:
1. Men's Zippers -
Slider is on the wearer's RIGHT.
Placket behind the zipper (if applicable) is on the same side as the Slider: Wearer's RIGHT. Exterior Placket (if applicable) is on the opposite side of the Slider: Wearer's LEFT.
2. Women's Zippers-
Slider is on the wearer's LEFT.
Placket behind the zipper (if applicable) is on the same side as the Slider: Wearer's LEFT. Exterior Placket (if applicable) is on the opposite side of the Slider: Wearer's RIGHT.             , , , , , , ",0
10175,", M Outside-In Hoody                                                                                   Season: Fall 2016
                                                                                                                                                                  Factory: Solunatex              , , , , , , ",0
10176,", Style Number: 228184             , , , , , , ",0
10177,", Size Range: S-XXL             , , , , , , ",0
10178,", BOM             , , , , , , ",0
10179,", Item Code (excludes local source)     Description Supplier Placement Qty. Cost: Colorways:   , , , , , , ",0
10180,",    COLOR COMBINATION      WINTER 19/20     , , , , , , ",0
10181,", MIV8567   LD TRIVOR PARKA      DEVELOPPER   FRAN_OISE  , , , , , , ",0
10182,", INDEX 1        PRODUCT MANAGER   CAMILLE  , , , , , , ",0
10183,", DATE 43214             , , , , , , ",0
10184,", FABRICS //        WEIGHT (PRODUCT FINISH) M SIZE ...g     , , , , , , ",0
10185,", DESCRIPTION     DESIGNATION  COLOR 1 COLOR 2 XS S M L XL XXL, , , , , , ",0
10186,", TRIMS AND ACCESSORIES //               , , , , , , ",0
10187,", DESCRIPTION   WIDTH SUPPLIER DESIGNATION QTY COLOR 1 COLOR 2 XS S M L XL XXL, , , , , , ",0
10188,", MARKING              , , , , , , ",0
10189,", DESCRIPTION   WIDTH SUPPLIER DESIGNATION QTY COLOR 1 COLOR 2 XS S M L XL XXL, , , , , , ",0
10190,", LABELS AND HANG TAG              , , , , , , ",0
10191,", DESCRIPTION   SUPPLIER REFERENCE DESIGNATION QTY COLOR 1 COLOR 2 XS S M L XL XXL, , , , , , ",0
10192,",    COLOR COMBINATION      WINTER 19/20     , , , , , , ",0
10193,", MIV8567   LD TRIVOR PARKA      DEVELOPPER   FRAN_OISE  , , , , , , ",0
10194,", INDEX 1        PRODUCT MANAGER   CAMILLE  , , , , , , ",0
10195,", DATE 43214             , , , , , , ",0
10196,", FABRICS //        WEIGHT (PRODUCT FINISH) M SIZE ...g     , , , , , , ",0
10197,", DESCRIPTION     DESIGNATION  COLOR 1 COLOR 2 XS S M L XL XXL, , , , , , ",0
10198,", TRIMS AND ACCESSORIES //               , , , , , , ",0
10199,", DESCRIPTION   WIDTH SUPPLIER DESIGNATION QTY COLOR 1 COLOR 2 XS S M L XL XXL, , , , , , ",0
10200,", MARKING              , , , , , , ",0
10201,", DESCRIPTION   WIDTH SUPPLIER DESIGNATION QTY COLOR 1 COLOR 2 XS S M L XL XXL, , , , , , ",0
10202,", LABELS AND HANG TAG              , , , , , , ",0
10203,", DESCRIPTION   SUPPLIER REFERENCE DESIGNATION QTY COLOR 1 COLOR 2 XS S M L XL XXL, , , , , , ",0
10204,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10205,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10206,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10207,",     COLORWAYS       , , , , , , ",0
10208,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10209,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
10210,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
10211,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
10212,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
10213,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
10214,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
10215,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",0
10216,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
10217,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
10218,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10219,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
10220,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
10221,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10222,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
10223,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10224,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10225,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10226,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
10227,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
10228,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
10229,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
10230,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
10231,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
10232,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",0
10233,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10234,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10235,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10236,",     COLORWAYS       , , , , , , ",0
10237,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10238,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
10239,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
10240,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
10241,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
10242,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
10243,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
10244,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",0
10245,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
10246,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
10247,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10248,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
10249,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
10250,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10251,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
10252,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10253,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10254,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10255,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
10256,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
10257,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
10258,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
10259,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
10260,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
10261,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",0
10262,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10263,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10264,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10265,",     COLORWAYS       , , , , , , ",0
10266,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT , , , , , , ",0
10267,", L1 MENS JACKET       SAMPLE SIZE LARGE / XS-XXL    , , , , , , ",0
10268,", SEASON:  WINTER  CONTRACTOR:  SOLUNA    , , , , , , ",0
10269,", STYLE NUMBER:   DATE CREATED:  42793    , , , , , , ",0
10270,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
10271,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:     , , , , , , ",0
10272,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
10273,", INSULATION:  40G PINNECO MANTLE HOOD & SLEEVES, 60G BODY   TARGET FOB:      , , , , , , ",0
10274,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
10275,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
10276,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10277,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
10278,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT , , , , , , ",0
10279,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10280,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION, , , , , , ",0
10281,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10282,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10283,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10284,", L1 MENS JACKET     SAMPLE SIZE LARGE / XS-XXL      , , , , , , ",0
10285,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA    , , , , , , ",0
10286,", STYLE NUMBER:  L1-104-18   DATE CREATED:  42793    , , , , , , ",0
10287,", STYLE NAME:  LEGACY   DATE REVISED:  42832    , , , , , , ",0
10288,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  , , , , , , ",0
10289,", SEAM SEALING:  CRITICALLY SEAM SEALED   FIT:  REGULAR    , , , , , , ",0
10290,", INSULATION:  PINNECO MANTLE HOOD & SLEEVES, BODY   TARGET FOB:  0    , , , , , , ",0
10291,", NITRO MENS JACKET       SAMPLE SIZE LARGE / XS-XXL       , , , , , , ",0
10292,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA       , , , , , , ",0
10293,", STYLE NUMBER:  N18-106   DATE CREATED:  42815       , , , , , , ",0
10294,", STYLE NAME:  SUMMIT PACKABLE   DATE REVISED:         , , , , , , ",0
10295,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  Based on POWELL fit (N17-107 MTN fit)        , , , , , , ",0
10296,", SEAM SEALING:  FULLY SEAM TAPED   FIT:  REGULAR       , , , , , , ",0
10297,", INSULATION:  NO INSULATION   TARGET FOB:         , , , , , , ",0
10298,",     COLORWAYS          , , , , , , ",0
10299,", SHELL FABRIC  SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT, , , , , , ",0
10300,", INSULATION SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT, , , , , , ",0
10301,", SEAM TAPE SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT, , , , , , ",0
10302,", LINING SUPPLIER/ REFERENCE NUMBER LOCATION  CONTENT, , , , , , ",0
10303,", NITRO MENS JACKET     SAMPLE SIZE LARGE / XS-XXL         , , , , , , ",0
10304,", SEASON:  WINTER 2018/2019   CONTRACTOR:  SOLUNA       , , , , , , ",0
10305,", STYLE NUMBER:  N18-106   DATE CREATED:  42815       , , , , , , ",0
10306,", STYLE NAME:  SUMMIT PACKABLE   DATE REVISED:         , , , , , , ",0
10307,", WATERPROOF/BREATHABILITY:  10K/10K   BLOCK:  Based on POWELL fit (N17-107 MTN fit)        , , , , , , ",0
10308,", SEAM SEALING:  FULLY SEAM TAPED   FIT:  REGULAR       , , , , , , ",0
10309,", INSULATION:  NO INSULATION   TARGET FOB:  0       , , , , , , ",0
10310,", ZIPPERS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10311,", ADDITIONAL ZIPPER PULLS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10312,", BRANDED TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10313,", TRIMS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10314,", NOTIONS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10315,", BONDING FILM SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10316,", VELCRO SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10317,", THREAD SPI SUPPLIER/ REF NUMBER AMOUNT, , , , , , ",0
10318,", LABELS  SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10319,", HANG TAGS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10320,", CARE AND CONTENT LABELS SUPPLIER/ REFERENCE NUMBER LOCATION AMOUNT, , , , , , ",0
10321,", AIRBLASTER Style Number: , , , , , , ",0
10322,", Designer: , , , , , , ",0
10323,", Season: Winter, , , , , , ",0
10324,", Insulation:, , , , , , ",0
10325,", Style Name: Seams: Vendor:, , , , , , ",0
10326,", Puffin Pullover MM Rating:, , , , , , ",0
10327,", Highlighted, , , , , , ",0
10328,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10329,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10330,", Trims, , , , , , ",0
10331,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10332,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10333,", 2STITCHES PER INCH:8-10, , , , , , ",0
10334,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10335,", 4BARTACK:At stress points, , , , , , ",0
10336,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10337,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10338,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10339,", AIRBLASTER Style Number: , , , , , , ",0
10340,", Designer: , , , , , , ",0
10341,", Season: Winter, , , , , , ",0
10342,", Insulation:, , , , , , ",0
10343,", Style Name: Seams: Vendor:, , , , , , ",0
10344,", Puffin Pullover MM Rating:, , , , , , ",0
10345,", Highlighted, , , , , , ",0
10346,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10347,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10348,", Trims, , , , , , ",0
10349,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10350,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10351,", 2STITCHES PER INCH:8-10, , , , , , ",0
10352,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10353,", 4BARTACK:At stress points, , , , , , ",0
10354,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10355,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10356,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10357,", AIRBLASTER Style Number: , , , , , , ",0
10358,", Designer: , , , , , , ",0
10359,", Season: Winter, , , , , , ",0
10360,", Insulation:, , , , , , ",0
10361,", Style Name: Seams: Vendor:, , , , , , ",0
10362,", Puffin Pullover MM Rating:, , , , , , ",0
10363,", Highlighted, , , , , , ",0
10364,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10365,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10366,", Trims, , , , , , ",0
10367,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10368,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10369,", 2STITCHES PER INCH:8-10, , , , , , ",0
10370,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10371,", 4BARTACK:At stress points, , , , , , ",0
10372,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10373,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
10374,", 7THREAD COLOR:Matches fabric color, unless noted above, , , , , , ",0
10375,", AIRBLASTER Style Number: , , , , , , ",0
10376,", Designer: , , , , , , ",0
10377,", Season: Winter, , , , , , ",0
10378,", Insulation:, , , , , , ",0
10379,", Style Name: Seams: Vendor:, , , , , , ",0
10380,", Puffin Pullover MM Rating:, , , , , , ",0
10381,", Highlighted, , , , , , ",0
10382,", Updated: 9.10.15 COLOR #1COLOR #2COLOR #3COLOR #4, , , , , , ",0
10383,", MATERIAL/TRIM DESCRIPTION LOCATION QTY, , , , , , ",0
10384,", Trims, , , , , , ",0
10385,", SPECIAL INSTRUCTIONS:, , , , , , ",0
10386,", 1STITCHING:Top stitch 1/16"", serge all linings, single needle, , , , , , ",0
10387,", 2STITCHES PER INCH:8-10, , , , , , ",0
10388,", 3ZIPPER DIRECTION:CF has right hand slider, pocket zippers close down, vents zips close DOWN, , , , , , ",0
10389,", 4BARTACK:At stress points, , , , , , ",0
10390,", 5HEAT CUT:Elastic, webbing, taffeta, , , , , , ",0
10391,", 6GROMMETS/SNAPS:Should have pellon backing, , , , , , ",0
