,brand,style,item,supplier,ref,description,content,width:,weight:,position,qty,price/unit,unit,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,fabric,trims,outter ,inner
178,edier,eiv4462,woven hangloop eiderref: eiw15-07supplier: sml,none,none,labels,none,none,none,inside collar,1,,,black,black,black,none,none,,0,1,0,1
179,edier,eiv4462,made in women topmade in / women/ bl1eitph00esupplier: sml,none,none,labels,none,none,none,inside collar,1,,,black,black,black,none,none,,0,1,0,1
180,edier,eiv4462,canadian labelfor paddinglocal sourcing,none,none,labels,none,none,none,inside left,1,,,white,white,white,none,none,,0,1,0,1
181,edier,eiv4462,satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3supplier: sml,none,none,labels,none,none,none,inside left,1,,,white,white,white,none,none,,0,1,0,1
182,edier,eiv4462,"new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm",none,none,labels,none,none,none,sewn on left shoulder of inside jacket,1,,,black,black,black,none,none,,0,1,0,1
183,edier,eiv4414,defender discovery 2,libolon,06302 10k/10k,fabric 1,88% pes 12% pu // 100% tpu // 0,"56""",0,full jacket,none,,,noir,nightfall,dark night,dark orange,misty grey,,1,0,1,0
184,edier,eiv4414,shell fabric,libolon  ref. 06302,none,lining,none,none,none,facing,none,,,noir,nightfall,dark night,dark orange,misty grey,,1,0,1,0
185,edier,eiv4414,black nylon ,local sourcing,none,lining,none,none,none,"sleeves + inner pocket bag + care label pocket
",none,,,black,black,black,black,black,,1,0,1,0
186,edier,eiv4414,lycra,local sourcing,none,lining,none,none,none,inner cuffs,none,,,black,black,black,black,black,,1,0,1,0
187,edier,eiv4414,thermo honeycomb biface,wide plus ref. kmq007-pj,none,lining,none,none,none,inner cuffs,none,,,ghost/ steel grey,dark nightfall // nightfall,dark night/ misty gret, orange/dark orange,dark night/misty grey,,1,0,1,0
188,edier,eiv4414,downproof planet,caroltex ref. 8093ldf3,none,lining,none,none,none,collar + body,none,,,noir,noir,rouge,noir,dark orange,,1,0,1,0
189,edier,eiv4414,mesh stretch,local sourcing,none,lining,none,none,none,goggle pocket,none,,,black,black,black,black,black,,1,0,1,0
190,edier,eiv4414,goggle cleaner,local sourcing,none,lining,none,none,none,inside goggle pocket,none,,,grey,grey,grey,grey,grey,,1,0,1,0
191,edier,eiv4414,cire taffetas,local sourcing,none,lining,none,none,none,snowskirt + under snowskirt,none,,,black,black,black,black,black,,1,0,1,0
192,edier,eiv4414,foam reinforcement,local sourcing,none,lining,none,none,none,hood peak,none,,,none,none,none,none,none,,1,0,1,0
193,edier,eiv4414,micromax,local sourcing,none,pockets,none,none,none,hand pockets,none,,,black,black,black,black,black,,1,0,1,0
194,edier,eiv4414,nylon,local sourcing,none,pockets,none,none,none,chest pocket + skipass pocket + inner pocket,none,,,black,black,black,black,black,,1,0,1,0
195,edier,eiv4414,eloft / pm quality,local sourcing,none,insulation,none,none,100 g,body,none,,,none,none,none,none,none,,1,0,1,0
196,edier,eiv4414,eloft / pm quality,local sourcing,none,insulation,none,none,80g,sleeves,none,,,none,none,none,none,none,,1,0,1,0
197,edier,eiv4414,eloft / pm quality,local sourcing,none,insulation,none,none,40g,hood + collar,none,,,none,none,none,none,none,,1,0,1,0
198,edier,eiv4414,sealed seams,none,none,waterproofness,none,none,none,critical seam taped,none,,,none,none,none,none,none,,0,1,1,0
199,edier,eiv4414,topstitching,none,none,threads,none,none,none,no visible topstitching,none,,,matching,matching,matching,matching,matching,,0,1,1,0
200,edier,eiv4414,bartacks,none,none,threads,none,none,none,all/ vertical,none,,,matching,matching,matching,matching,matching,,0,1,1,0
201,edier,eiv4414,"vislon zip5mmautolock, open end1 way, dalh slidersupplier : ykk",none,none,zippers,none,none,none,front opening,1,,,ravenwith  black teethykk 301 ,blackwith  black teethykk 580,dark nightwith true blood teethykk 169,dark orangewith  black teethykk 045,misty greywith  black teethykk 329,,0,1,1,0
202,edier,eiv4414,"waterproofvislon zip5mmautolock, close end1 way, dalh slider",none,none,zippers,none,none,none,chest pocket,1,,,ravenwith  black teethykk 301 ,blackwith  black teethykk 580,dark nightwith true blood teethykk 169,dark orangewith  black teethykk 045,misty greywith  black teethykk 329,,0,1,1,0
203,edier,eiv4414,"coil zip3mmautolock, close end1 way, dalh slider",none,none,zippers,none,none,none,hand pockets,2,,,ravenykk 301 ,nightfallykk 074,dark nightykk 169,dark orangeykk 045,misty greyykk 329,,0,1,1,0
204,edier,eiv4414,"coil zip3mmautolock, close end1 way, dalh slider",none,none,zippers,none,none,none,ski pass pocket,1,,,ravenykk 301 ,nightfallykk 074,dark nightykk 169,dark orangeykk 045,misty greyykk 329,,0,1,1,0
205,edier,eiv4414,"coil zip3mmnon lock, close end1 way, dfbw slider",none,none,zippers,none,none,none,airventsslider at bottom when closed,2,,,ravenykk 301 ,nightfallykk 074,dark nightykk 169,dark orangeykk 045,misty greyykk 329,,0,1,1,0
206,edier,eiv4414,"reversed coil zip3mmnon lock, close end1 way, dfbw slider",none,none,zippers,none,none,none,inner pocket,1,,,blackykk 580,blackykk 580,blackykk 580,blackykk 580,blackykk 580,,0,1,1,0
207,edier,eiv4414,"coil zip3mmautolock, open end1 way, da slider",none,none,zippers,none,none,none,removable hood12 cm,1,,,ravenykk 301 ,nightfallykk 074,dark nightykk 169,dark orangeykk 045,misty greyykk 329,,0,1,1,0
208,edier,eiv4414,puller rubberref: eiw18-03supplier : dragon times,none,none,trims,none,none,none,center front opening,1,,,black,black,dark night,black,black,,0,1,1,0
209,edier,eiv4414,puller rubberref: eis19-05supplier : dragon times,none,none,trims,none,none,none,skipass pocket,1,,,black,black,dark night,black,black,,0,1,1,0
210,edier,eiv4414,puller rubberref: eis19-05supplier : dragon times,none,none,trims,none,none,none,hand pockets,2,,,black,black,dark night,black,black,,0,1,1,0
211,edier,eiv4414,puller rubberref: eis19-05supplier : dragon times,none,none,trims,none,none,none,chest pocket,1,,,black,black,dark night,black,black,,0,1,1,0
212,edier,eiv4414,drawcordref: eis15u-xmco01supplier: yf zippernot elastic,none,none,trims,none,none,none,inner pocket,1,,,black,black,dark night,black,black,,0,1,1,0
213,edier,eiv4414,drawstring outdoorref: ew026supplier: yf zipperelastic,none,none,trims,none,none,none,hoodbody hem,11,,,black,black,dark night,black,black,,0,1,1,0
214,edier,eiv4414,cord lockref: eiw17-02supplier: dragon timesuse with 2mm drawstring,none,none,trims,none,none,none,hood,2,,,black,black,dark night,black,black,,0,1,1,0
215,edier,eiv4414,rubber stopperref: eis15u-xmstp01supplier: unitex2cm x 1cm,none,none,trims,none,none,none,back hoodbody hem,12,,,black,black,dark night,black,black,,0,1,1,0
216,edier,eiv4414,colored eyeletref: eis15u-xmoei01supplier: unitex9mm,none,none,trims,none,none,none,body hem,4,,,black,black,dark night,black,black,,0,1,1,0
217,edier,eiv4414,eyeleteis15u-xmoei01,none,none,trims,none,none,none,back hood,1,,,black,black,dark night,black,black,,0,1,1,0
218,edier,eiv4414,colored pearleis15u-xmper01supplier: unitex,none,none,trims,none,none,none,back hood,1,,,black,black,dark night,black,black,,0,1,1,0
219,edier,eiv4414,colored pearleis15u-xmper01supplier: unitex,none,none,trims,none,none,none,body hem,2,,,black,black,dark night,black,black,,0,1,1,0
220,edier,eiv4414,"colored webbingref: eis15u-xmtre01supplier: yf zipper0,5cm wideto hold stoppers",none,none,trims,none,none,none,back hood,1,,,black,black,dark night,black,black,,0,1,1,0
221,edier,eiv4414,"colored webbingref: eis15u-xmtre01supplier: yf zipper0,5cm wideto hold stoppers",none,none,trims,none,none,none,body hem,2,,,black,black,dark night,black,black,,0,1,1,0
222,edier,eiv4414,eider hangloopref : eiw18-01supplier : 'yf zipper4mm diameter,none,none,trims,none,none,none,hangloop at collar,1,,,black/ raven/ misty grey,black/ raven/ misty grey,dark night/ black/ dark night,black/ raven/ misty grey,black/ raven/ misty grey,,0,1,1,0
223,edier,eiv4414,soft webbing for liningref:eiw17-15  supplier:  dragon times1cm,none,none,trims,none,none,none,above inner pocketabove snowskirt,11,,,black,black,dark night,black,black,,0,1,1,0
224,edier,eiv4414,eider snapref : eiw18-04supplier : unitex17mm,none,none,trims,none,none,none,front flapcuff flaps,2f+2m2f+4m,,,black,black,dark night,black,black,,0,1,1,0
225,edier,eiv4414,no slip elastic 25mmsiliconeref: eis17-08supplier: benefit,none,none,trims,none,none,none,snowskirt,1,,,black,black,black,black,black,,0,1,1,0
226,edier,eiv4414,small plastic snapref : eiw16-16supplier : unitex12mm,none,none,trims,none,none,none,removable hoodsnowskirt openingsnowskirt elasticsnowskirt garage (check my comments for details),4f+4m2f+4m1f+1m2f+2m,,,black,black,dark night,black,black,,0,1,1,0
227,edier,eiv4414,large elasticref: ew17-14supplier: wilson,none,none,trims,none,none,none,for phone pocket,3,,,black,black,dark night,black,black,,0,1,1,0
228,edier,eiv4414,lycra bias unicolorref: a00a-l11133/20supplier: wilson,none,none,trims,none,none,none,goggle pocket,1,,,black,black,dark night,black,black,,0,1,1,0
229,edier,eiv4414,elastic webbing 10mm18cm fininshed lenghtlocal sourcing,none,none,trims,none,none,none,goggle cleaner,1,,,black,black,dark night,black,black,,0,1,1,0
230,edier,eiv4414,herringbone webbingsupplier : wilson,none,none,trims,none,none,none,cf stormflap,1,,,noir,noir,true blood,noir,dark orange,,0,1,1,0
231,edier,eiv4414,"velcrounder front flap1,2cm widthlocal sourcing",none,none,trims,none,none,none,none,1,,,tone/tone,tone/tone,tone/tone,tone/tone,tone/tone,,0,1,1,0
232,edier,eiv4414,rubber earphone holeref: pa-a2  mp3 rubbert bsupplier: yf zipper,none,none,trims,none,none,none,inner pocket,1,,,black,black,black,black,black,,0,1,1,0
233,edier,eiv4414,"new rubber plate
ref: eiw18-14
supplier : clotex 
35 mm x 35 mm",none,none,labels,none,none,none,sewn on left shoulder,1,,,black,black,dark night,black,black,,0,1,1,0
234,edier,eiv4414,woven big labelref: eiw18-11supplier: sml120x120mm,none,none,labels,none,none,none,sewn inside back,1,,,black,black,dark night,black,black,,0,1,1,0
235,edier,eiv4414,newsize woven label mmgalpha men topsupplier: smlref: lws18-01with rn + ca numbers,none,none,labels,none,none,none,below the hangloop at collar,1,,,black,black,dark night,black,black,,0,1,1,0
236,edier,eiv4414,canadian labelfor paddinglocal sourcing,none,none,labels,none,none,none,inside left,1,,,white,white,white,white,white,,0,1,1,0
237,edier,eiv4414,satin care labelref label 1:  smlcl1ref label 2: smlcl2ref label 3: smlcl3supplier: sml,none,none,labels,none,none,none,inside left,1,,,white,white,white,white,white,,0,1,1,0
238,edier,eiv4414,"plastic pinlocal sourcingto be confirmed10cm, white",none,none,hangtas,none,none,none,to attach the hangtag,1,,,none,none,none,none,none,,0,1,1,0
239,edier,eiv4414,biggencode stickerlocal sourcing5cm x 5cm,none,none,hangtas,none,none,none,sticked at back of corporate hangtag,1,,,none,none,none,none,none,,0,1,1,0
240,edier,eiv4414,brand hangtageid_1_corporate  (eidht01 / orli : 396031 )supplier: ,none,none,hangtas,none,none,none,position 1,1,,,none,none,none,none,none,,0,1,1,0
241,edier,eiv4414,engagement hangtageid_2_pfcfree  (eidht025 / 396045 :)supplier: triple star,none,none,hangtas,none,none,none,position 2,1,,,none,none,none,none,none,,0,1,1,0
242,edier,eiv4414,engagement hangtageid_2_lowimpact  (eidht024 / 396070 :)supplier: triple star,none,none,hangtas,none,none,none,position 3,1,,,none,none,none,none,none,,0,1,1,0
243,edier,eiv4414,fabric hangtageid_3_defender10/10_fst  (eidht0303 / 396050 : )supplier: triple star,none,none,hangtas,none,none,none,position 4,1,,,none,none,none,none,none,,0,1,1,0
244,edier,eiv4521,defender®discovery 2,libolon,06302 5k/5k,fabric 1,88% pes 12% pu,0,0,main fabric,none,,,blue morpho,dark night,dark wine,none,none,,1,0,1,0
245,edier,eiv4521,"fake fur
ref: f1g0405klxe049n
supplier: nanjing hg-nice gain fabric co
compo: mac 100% weight: 1400g/m width: 152cm+/-2",none,none,fur,none,none,none,hood,none,,,x,x,x,none,none,,1,0,1,0
246,edier,eiv4521,210t nylon,none,none,lining,none,none,none,"front panel + inside sleeves + hood + hand pocket bag+ back pannel + hand pockets inner side only
",none,,,green fizz,candy pink,black,none,none,,1,0,1,0
247,edier,eiv4521,cormax,none,none,lining,none,none,none,inside hand pockets+ triangles + back part of inside front flap,none,,,black,black,black,none,none,,1,0,1,0
248,edier,eiv4521,shell,none,none,lining,none,none,none," - cuffs facing
 - front zip facing
 - under triangle facing
 - bottom hem facing
 - hood facing
",none,,,blue morpho,dark night,dark wine,none,none,,1,0,1,0
249,edier,eiv4521,cormax non brushed side,none,none,lining,none,none,none,collar + back of chinflap,none,,,black,black,black,none,none,,1,0,1,0
250,edier,eiv4521,cormax,none,none,pockets,none,none,none,outer side of hand pocket bags,none,,,black,black,black,none,none,,1,0,1,0
251,edier,eiv4521,210t nylon,none,none,pockets,none,none,none,inner pocket bags + side zipped pocket + inner side of hand pocket bags,none,,,black,black,black,none,none,,1,0,1,0
252,edier,eiv4521,"seamtape 2ls
22mms",none,none,waterproofness,none,none,none,critical seams ,none,,,transparent,transparent,transparent,none,none,,1,0,1,0
253,edier,eiv4521,bartacks,none,none,threads,none,none,none,all,none,,,matching,matching,matching,none,none,,1,0,1,0
254,edier,eiv4521,topstitchings,none,none,threads,none,none,none,all,none,,,matching,matching,matching,none,none,,1,0,1,0
255,edier,eiv4521,smu fleece,asia pacific,e3400,fabric 1,100% pes,0,0,main shell inside & outside garment ,none,,,green fizz,candy pink,saphir,none,none,,1,0,0,1
256,edier,eiv4521,cormax,none,none,lining,none,none,none," - hand pockets
 - collar",none,,,black,black,black,none,none,,1,0,0,1
257,edier,eiv4521,topstitchings,none,none,threads,none,none,none,"all
",none,,,matching ,matching ,matching ,none,none,,1,0,0,1
258,edier,eiv4521,bartacks,none,none,threads,none,none,none,"all
",none,,,matching ,matching ,matching ,none,none,,1,0,0,1
259,edier,eiv4521,vislon zip 5mmzipper dalhopen end - 1 way right insert - autolock,none,none,zippers,none,none,none,front opening,1,,,blue morphoykk 020,dark nightykk 169,candy pinkykk 383,none,none,,0,1,1,0
260,edier,eiv4521,vislon zip ias system5mm ref ykk ,none,none,zippers,none,none,none,for ias system,1,,,blackykk 580,blackykk 580,blackykk 580,none,none,,0,1,1,0
261,edier,eiv4521,coil zip 3mmclose end - 1wayzipper dalh,none,none,zippers,none,none,none,side hand pockets ,2,,,blue morphoykk 020,dark nightykk 169,candy pinkykk 383,none,none,,0,1,1,0
262,edier,eiv4521,coil zip 3mmslider daopen end,none,none,zippers,none,none,none,removable hood,1,,,blue morphoykk 020,dark nightykk 169,candy pinkykk 383,none,none,,0,1,1,0
263,edier,eiv4521,reversed zip 3mmzipper dalhnew trim,none,none,zippers,none,none,none,inside left pocket,1,,,blue morphoykk 020blue morpho,dark nightykk 169candy pink,candy pinkykk 383candy pink,none,none,,0,1,1,0
264,edier,eiv4521,new trimbig puller ref: eiw18-03supplier: dragon timesnew trim,none,none,trims,none,none,none,full front opening,1,,,blue morphoblue morpho,candy pinkcandy pink,candy pinkcandy pink,none,none,,0,1,1,0
265,edier,eiv4521,new trimlittle  puller ref: eis19-05supplier: dragon timesnew trim,none,none,trims,none,none,none,hand pockets ,2,,,"blue morphoblue morpho
dark night
white","candy pinkcandy pink
dark night
white","candy pinkcandy pink
dark night
white",none,none,,0,1,1,0
266,edier,eiv4521,new trimtricolordrawstring outdoorref: en-wb001elastic,none,none,trims,none,none,none,back adjustable hood,1,,,"blue morpho
dark night
whiteblue morpho","candy pink
dark night
whitedark night","candy pink
dark night
whitecandy pink",none,none,,0,1,1,0
267,edier,eiv4521,drawcordref: eis15u-xmco01supplier: yf zippernot elastic,none,none,trims,none,none,none,left pocket inside garment,1,,,blue morpho,dark night,candy pinkcandy pink,none,none,,0,1,1,0
268,edier,eiv4521,"colored stopper supplier unitex
ref eis15u-xmstp01colored webbing 
supplier yf
ref eis15u-xmtre01",none,none,trims,none,none,none,back adjustable hood,1,,,blue morpho,dark night,candy pinkcandy pink,none,none,,0,1,1,0
269,edier,eiv4521,"colored webbing 
supplier yf
ref eis15u-xmtre01",none,none,trims,none,none,none,back adjustable hood,1,,,blue morpho,dark night,candy pinkcandy pink,none,none,,0,1,1,0
270,edier,eiv4521,"colored pearlref: eis15u-xmper01supplier: unitexeyelet 9mm 
supplier unitex 
ref eis15u-xmoei01",none,none,trims,none,none,none,back hood,1,,,blue morpho,dark night,candy pinkcandy pink,none,none,,0,1,1,0
271,edier,eiv4521,"eyelet 12mm 
",none,none,trims,none,none,none,back adjustable hood ,1,,,silver,silver,silver,none,none,,0,1,1,0
272,edier,eiv4521,velcro + hook local sourcing,none,none,trims,none,none,none,tab cuff ,2m+2f,,,matching,matching,matching,none,none,,0,1,1,0
273,edier,eiv4521,woven hangloop eiderref: eiw15-07supplier: smlnew labelsize woven label mmg,none,none,labels,none,none,none,inside middle back at top,1,,,black,black,black,none,none,,0,1,1,0
274,edier,eiv4521,new labelsize woven label mmgalpha women topsupplier: smlwith rn + ca numbers,none,none,labels,none,none,none,under shell fabric yoke at back,1,,,black,black,black,none,none,,0,1,1,0
275,edier,eiv4521,satin ribbon,none,none,labels,none,none,none,inner back of jacket with skirt,1,,,white,white,white,none,none,,0,1,1,0
276,edier,eiv4521,vislon zip ias system5mm ref ykk slider ducoil zip 3mm,none,none,zippers,none,none,none,for ias system,1,,,blue morphoykk 020blue morpho,dark nightykk 169dark night,candy pinkykk 383candy pink,none,none,,0,1,0,1
277,edier,eiv4521,vislon zip ias system5mm ref ykk slider ducoil zip 3mm,none,none,zippers,none,none,none,hand pockets ,2,,,blue morphoykk 020blue morpho,dark nightykk 169dark night,candy pinkykk 383candy pink,none,none,,0,1,0,1
278,edier,eiv4521,coil zip 3mmclose end - 1wayslidder dablh,none,none,zippers,none,none,none,hand pockets ,2,,,blue morphoykk 020,dark nightykk 169,candy pinkykk 383 ,none,none,,0,1,0,1
279,edier,eiv4521,drawcordref: eis 15u-xmco01supplier: yz zippernew trim,none,none,trims,none,none,none,front opening,1,,,"darkblue morphoblue morpho
dark night
white","dark nightcandy pink
dark night
white","candy pinkcandy pink
dark night
white",none,none,,0,1,0,1
280,edier,eiv4521,drawcordref: eis 15u-xmco01supplier: yz zippernew trim,none,none,trims,none,none,none,hand pockets ,2,,,"darkblue morphoblue morpho
dark night
white","dark nightcandy pink
dark night
white","candy pinkcandy pink
dark night
white",none,none,,0,1,0,1
281,edier,eiv4521,new trimtricolordrawstring outdoorref: en-wb001elastic,none,none,trims,none,none,none,for loop on bottom sleeves,2,,,"blue morpho
dark night
white","candy pink
dark night
white","candy pink
dark night
white ",none,none,,0,1,0,1
282,edier,eiv4521,new trimtricolordrawstring outdoorref: en-wb001elastic,none,none,trims,none,none,none,collar  ias system,1,,,"blue morpho
dark night
white","candy pink
dark night
white","candy pink
dark night
white ",none,none,,0,1,0,1
283,edier,eiv4521,new labelsize woven label mmgalpha women topsupplier: smlwith rn + ca numbers,none,none,labels,none,none,none,inside collar,1,,,black,black,black,none,none,,0,1,0,1
284,edier,eiv4521,"wash care label 
supplier sml quality satinwoven hangloop eider
supplier sml
ref eiw15-07",none,none,labels,none,none,none,inside left side seam15cm of bottom,1,,,white,white,white,none,none,,0,1,0,1
285,edier,eiv4521,"woven hangloop eider
supplier sml
ref eiw15-07",none,none,labels,none,none,none,inside collar,1,,,black,black,black,none,none,,0,1,0,1
286,edier,eiv4521,new hangtagcorporate eider largeref triple star /  eidht01,none,none,hangtas,none,none,none,check the charter quality for to know the position,1,,,x,x,x,none,none,,0,1,0,1
287,edier,eiv4521,new hangtagfur free hang tagref triple star /  eidht023,none,none,hangtas,none,none,none,inside hangtag corporate eider large position 1,1,,,x,x,x,none,none,,0,1,0,1
288,edier,eiv4521,new hangtagdefender  5k / 5k(critical seams sealed)ref triple star / eidht0300,none,none,hangtas,none,none,none,inside hangtag corporate eider large position 2,1,,,x,x,x,none,none,,0,1,0,1
289,edier,eiv4521,fake fur informationlocal sourcingeiv3668,none,none,hangtas,none,none,none,inside leftsew with care label,1,,,white,white,white,none,none,,0,1,0,1
