,material,item,description,spec,width:,weight:,position,colorway-1,colorway-2,colorway-3,colorway-4,colorway-5,colorway-6,colorway-7,colorway-8,brand,style,supplier,ref,qty,price/unit,unit,fabric,trims,zipper,outer,inner
2579,"sone 108-3l04-d, sone 108-3l04-d, tex#1651 , spandex fulldull twoway (280g), benbug 175g (75 bonberg, 175g brushed) , n/t 210 pu co, s30908-blk921f131, 20m/m, 20m/m, h-la 013 version up, head logo lasercut, h-mp 011 db 0692-0, h-mp 014 db 0717, pl washer for head, h-aw 115, h- aw 131,  dab,  dacr-s,  dav3lh,  dav3lh, silver thread , 1cm, dtm thread, h-zp007 df 0752-0, h-el 025, h-el 004, tebdm4001, hot melt film (am-120s),    h-pa 005 \n(ell45cs with bar ), h-pa 008, h-pa 009, he htco-001,   sone 108-3l04-d, sone 108-3l04-d, tex#1651 , spandex fulldull twoway (280g), benbug 175g (75 bonberg, 175g brushed) , n/t 210 pu co, s30908-blk921f131, 20m/m, 20m/m, h-la 013 version up, head logo lasercut, h-mp 011 db 0692-0, h-mp 014 db 0717, pl washer for head, h-aw 115, h- aw 131,  dab,  dacr-s,  dav3lh,  dav3lh, silver thread , 1cm, dtm thread, h-zp007 df 0752-0, h-el 025, h-el 004, tebdm4001, hot melt film (am-120s),    h-pa 005 \n(ell45cs with bar ), h-pa 008, h-pa 009, he htco-001,  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2580,"06302 10k/10k, pfw017n35,        8093ldf3 + print,                                                  06302 10k/10k, pfw017n35,        8093ldf3 + print,                                                 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2581,"6302, nfo020nv34, pfw017n35, pfw017n35,           120 g  150g, 80g    100g, 140g 120g, 40g    100g  60g,                                                  6302, nfo020nv34, pfw017n35, pfw017n35,           120 g  150g, 80g    100g, 140g 120g, 40g    100g  60g,                                                 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2582,"06302 10k/10k, pfw017n35,         8093ldf3,                                               06302 10k/10k, pfw017n35,         8093ldf3,                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2583,"06302 10k/10k,                                                             06302 10k/10k,                                                            ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2584,"06302 5k/5k,           e3400,                                   06302 5k/5k,           e3400,                                  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2585,"       zp070-e,  eis15u-xmstp01,  cp-a1,           lw034-e, lws18-01, lc011-e, ht394299-e, small\nht-394082-e, small\nht394146-e, ht394145-e,         zp070-e,  eis15u-xmstp01,  cp-a1,           lw034-e, lws18-01, lc011-e, ht394299-e, small\nht-394082-e, small\nht394146-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2586,"             zp072-e, zp072-e,     eis15u-xmstp01,  cp-a1, eis15u-xmtre01,           eis15u-xmtre01, eb011-e,   lw050-e,   l-2000, lw034-e, lws18-01, lc011-e, lw034-e, lws18-01, lc011-e, ht394325/ne, ht394299-e, small\nht-394082-e, small\nht394146-e, h-3001, ht394145-e,               zp072-e, zp072-e,     eis15u-xmstp01,  cp-a1, eis15u-xmtre01,           eis15u-xmtre01, eb011-e,   lw050-e,   l-2000, lw034-e, lws18-01, lc011-e, lw034-e, lws18-01, lc011-e, ht394325/ne, ht394299-e, small\nht-394082-e, small\nht394146-e, h-3001, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2587,"          zp072-e,   eis15u-xmstp01,  cp-a1, eis15u-xmtre01,               lw050-e, lw034-e, lws18-01, lc011-e, ht394325/ne, ht394299-e, small\nht-394082-e, small\nht394146-e, ht394145-e,            zp072-e, zp072-e,  eis15u-xmstp01,  cp-a1, eis15u-xmtre01,               lw050-e, lw034-e, lws18-01, lc011-e,  ht394325/ne, ht394299-e, ht-394081-e, big\nht394133-e, ht394145-e,            zp072-e,   eis15u-xmstp01,  cp-a1, eis15u-xmtre01,               lw050-e, lw034-e, lws18-01, lc011-e, ht394325/ne, ht394299-e, small\nht-394082-e, small\nht394146-e, ht394145-e,            zp072-e, zp072-e,  eis15u-xmstp01,  cp-a1, eis15u-xmtre01,               lw050-e, lw034-e, lws18-01, lc011-e,  ht394325/ne, ht394299-e, ht-394081-e, big\nht394133-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2588,"       zp070-e, zp070-e, eb011-e,    pt400, pt401,  lw051-e, lw052-e, lw033-e, lws18-01, lc011-e,  ht394325/ne, ht094-e, small\nht394082-e, small\nht-396073-e, \n\nsmall\nht394159-e, small\nht394145-e,         zp070-e, zp070-e, eb011-e,    pt400, pt401,  lw051-e, lw052-e, lw033-e, lws18-01, lc011-e,  ht394325/ne, ht094-e, small\nht394082-e, small\nht-396073-e, \n\nsmall\nht394159-e, small\nht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2589,"         zp072-e, bs053-e\nshort tube,     eis15u-xmstp01, cp-a1,  eis15u-xmtre01,     eb011-e, eis15u-xmtre01,     lw050-e, lw033-e, lws18-01, lc011-e, lw034-e, lws18-01, lc011-e,  ht394325/ne, ht394299-e, ht-394082-e, small\nht394146-e, ht394145-e,           zp072-e, bs053-e\nshort tube,     eis15u-xmstp01, cp-a1,  eis15u-xmtre01,     eb011-e, eis15u-xmtre01,     lw050-e, lw033-e, lws18-01, lc011-e, lw034-e, lws18-01, lc011-e,  ht394325/ne, ht394299-e, ht-394082-e, small\nht394146-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2590,"  zp072-e, bs053-e\nshort tube,      lw050-e, lw034-e, lws18-01, lc011-e,  small\nht-394082-e, small\nht394146-e, ht394145-e,     zp072-e, bs053-e\nshort tube,      lw050-e, lw034-e, lws18-01, lc011-e,  small\nht-394082-e, small\nht394146-e, ht394145-e,  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2591,"     zp072-e, bs053-e\nshort tube,   eis15u-xmstp01, cs-a7, cp-a1,  eis15u-xmtre01,     lw050-e, lw033-e, lws18-01, lc011-e,  ht394325/ne, ht394299-e, ht-394082-e, small\nht394146-e, ht394145-e,       zp072-e, bs053-e\nshort tube,   eis15u-xmstp01, cs-a7, cp-a1,  eis15u-xmtre01,     lw050-e, lw033-e, lws18-01, lc011-e,  ht394325/ne, ht394299-e, ht-394082-e, small\nht394146-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2592,"        zp072-e, bs053-e\nshort tube,    eis15u-xmstp01, cs-a7, cp-a1, eis15u-xmtre01,    eb011-e, eis15u-xmtre01,   lw050-e, lw033-e, lws18-01, lc011-e, lw034-e, lws18-01, lc011-e,  ht394325/ne, ht394299-e, ht-394082-e, small\nht394146-e, ht394145-e,          zp072-e, bs053-e\nshort tube,    eis15u-xmstp01, cs-a7, cp-a1, eis15u-xmtre01,    eb011-e, eis15u-xmtre01,   lw050-e, lw033-e, lws18-01, lc011-e, lw034-e, lws18-01, lc011-e,  ht394325/ne, ht394299-e, ht-394082-e, small\nht394146-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2593,"     vso-v-86-dalh,  zp072-e,     lw034-e, lws18-01, lw051-e, lc011-e, ht394299-e, small \nht-394082-e, \nsmall\nht-396073-e, ht394145-e,       vso-v-86-dalh,  zp072-e,     lw034-e, lws18-01, lw051-e, lc011-e, ht394299-e, small \nht-394082-e, \nsmall\nht-396073-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2594,"             zp072-e,  eis15u-xmstp01, cp-a1,  eis15u-xmtre01,         ref,  eis15u-xmtre01, eb011-e,   lw050-e,   l-2000, lw034-e, lws18-04, lc011-e, lw034-e, lws18-04, lc011-e, ht394325/ne, ht394299, small\nht-394082-e, small\nht394146-e, h-3001, ht394145-e,               zp072-e,  eis15u-xmstp01, cp-a1,  eis15u-xmtre01,          eis15u-xmtre01, eb011-e,   lw050-e,   l-2000, lw034-e, lws18-04, lc011-e, lw034-e, lws18-04, lc011-e, ht394325/ne, ht394299, small\nht-394082-e, small\nht394146-e, h-3001, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2595,"    zp072-e,     eis15u-xmstp01, cp-a1,  eis15u-xmtre01,          lw050-e, lw034-e, lws18-04,  ht394325/ne, ht394299-e, big\nht-394081-e, ""big\nht394133-e"", ht394145-e,      zp072-e,     eis15u-xmstp01, cp-a1,  eis15u-xmtre01,          lw050-e, lw034-e, lws18-04,  ht394325/ne, ht394299-e, big\nht-394081-e, ""big\nht394133-e"", ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2596,"          zp072-e,         eis15u-xmtre01,     lw050-e,   lw033-e, lws18-04, lc011-e, lw034-e, lws18-04, lc011-e, ht394299-e, small\nht-394082-e, small\nht394146-e, ht394145-e,            zp072-e,         eis15u-xmtre01,     lw050-e,   lw033-e, lws18-04, lc011-e, lw034-e, lws18-04, lc011-e, ht394299-e, small\nht-394082-e, small\nht394146-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2597,"              zp072-e,        ref,  eis15u-xmtre01,      lw034-e, lws18-04, lc011-e, lw050-e, lw034-e, lws18-04, lc011-e,  ht394325/ne, small\nht-394082-e, small\nht394146-e, ht394145-e,                zp072-e,         eis15u-xmtre01,      lw034-e, lws18-04, lc011-e, lw050-e, lw034-e, lws18-04, lc011-e,  ht394325/ne, small\nht-394082-e, small\nht394146-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2598,"          zp072-e,      eis15u-xmstp01, cp-a1,  eis15u-xmtre01,  eis15u-xmtre01,   lw050-e, lw033-e, lws18-04, lc011-e, lw034-e, lws18-04, lc011-e, ht394325/ne, ht394299-e, small\nht-394082-e, small\nht394146-e, ht394145-e,            zp072-e,      eis15u-xmstp01, cp-a1,  eis15u-xmtre01,  eis15u-xmtre01,   lw050-e, lw033-e, lws18-04, lc011-e, lw034-e, lws18-04, lc011-e, ht394325/ne, ht394299-e, small\nht-394082-e, small\nht394146-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2599,"      zp072-e,   wb104-e,   lw051-e, lw034-e, lws18-04, lc011-e,  ht394299-e, small \nht-394082-e, \nsmall\nht-396073-e, ht394145-e,        zp072-e,   wb104-e,   lw051-e, lw034-e, lws18-04, lc011-e,  ht394299-e, small \nht-394082-e, \nsmall\nht-396073-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2600,"      zp072-e,     lw051-e, lw034-e, lws18-04, lc011-e,  small\nht394299-e, small      \nht-394082-e, small\nht-396073-e, ht394145-e,        zp072-e,     lw051-e, lw034-e, lws18-04, lc011-e,  small\nht394299-e, small      \nht-394082-e, small\nht-396073-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2601,"   zp072-e,     eis15u-xmstp01, cp-a1,  eis15u-xmtre01,      eis15u-xmtre01,   lw050-e, lw034-e, lws18-04, lc011-e, wb108-e, lws18-04, lc011-e, ht394325/ne, small\nht-394082-e\n, small\nht394146-e, ht394145-e,     zp072-e,     eis15u-xmstp01, cp-a1,  eis15u-xmtre01,      eis15u-xmtre01,   lw050-e, lw034-e, lws18-04, lc011-e, wb108-e, lws18-04, lc011-e, ht394325/ne, small\nht-394082-e\n, small\nht394146-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2602,"        vs0-v-86 dalh,    zp072-e,      eis15u-xmstp01, cp-a1,  eis15u-xmtre01,     ref ,  eis15u-xmtre01, eb011-e,   lw034-e, lws18-01, lc011-e\n(l1latph00.), lw050-e, wb108-e, lws18-01, lc011-e\n(l1latph00.),  small\nht-394082-e\n, small\nht394146-e, ht394145-e,          vs0-v-86 dalh,    zp072-e,      eis15u-xmstp01, cp-a1,  eis15u-xmtre01,      eis15u-xmtre01, eb011-e,   lw034-e, lws18-01, lc011-e\n(l1latph00.), lw050-e, wb108-e, lws18-01, lc011-e\n(l1latph00.),  small\nht-394082-e\n, small\nht394146-e, ht394145-e, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2603,"solis / sonp006-pu03, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, solis / sonp006-1, ykk / dalh/dag 2-way semi auto locking, ykk /  1-way dfw short non locking, ykk /  1-way dfw short non locking, ykk /  1-way dfw short non locking, ykk /  1-way dfw short non locking, ykk /  1-way dfw short non locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, knk / 3738, xxx, nitro embossed \npetersham tape \n(e1342816 20mm)\nchun wo ho, chun wo ho, woojin/ w863, ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / et04"", ""luks / et04"", ""luks / et89"", xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, paiho / loop#1057, paiho / hooketn7, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2604,"solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, ykk / dalh 1-way semi auto locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, ykk / dalh 1-way semi auto locking, non ykk /  1-way dfw short non locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, knk / 3738, xxx, ""luks / et04"", ""luks / et89"", xxx, xxx, xxx, xxx, xxx, paiho / loop#1057 on placket paiho / hooketn7 on body, paiho / loop#1057, paiho / hooketn7, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2605,"solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-pu03, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, ykk / dalh/dag 2-way semi auto locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, knk / 3738, knk / 3738, xxx, nitro embossed \npetersham tape \n(e1342816 20mm)\nchun wo ho, chun wo ho, woojin/ w863, ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / et04"", ""luks / et04"", duraflex 1-17976 evil eye tension lock 10mm nylon, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, paiho / loop#1057 on placket paiho / hooketn7 on body, paiho / loop#1057 on placket paiho / hooketn7 on body, paiho / loop#1057, paiho / hooketn7, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2606,"solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-pu03, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, ykk / dalh/dag 2-way semi auto locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, knk / 3738, xxx, nitro embossed \npetersham tape \n(e1342816 20mm)\nchun wo ho, chun wo ho, ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / et04"", ""luks / et04"", ""luks / et89"", xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, paiho / loop#1057 on placket paiho / hooketn7 on body, paiho / loop#1057 on placket paiho / hooketn7 on body, paiho / loop#1057, paiho / hooketn7, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2607,"pinneco core 100g, solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, ykk / dalh 1-way semi auto locking, non ykk / dfw short 1-way non locking, non ykk / dfw short 2-way bottom locking, non ykk / dfw short 1-way non locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, chun wo ho/ m1494817, chun wo ho\ne1342816 20mm, ""luks / et04"", spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2608,"supplier / ref code, solis / sonp006-1, supplier / ref code, ykk / dalh/dag 2-way semi auto locking, non ykk / dfw short 1-way non locking, non ykk / dfw short 1-way non locking, knk / 3738, knk / 3738, knk / 3738, sealon, sealon, ""luks / et04"", ""luks / et04"", paiho / loop#1057, paiho / hooketn7, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2609,"supplier / ref code, solis / sonp006-1, ykk / dalh/dag 2-way semi auto locking, ykk /  dfw short 1-way non locking, non ykk / dfw short 1-way non locking, knk / 3738, knk / 3738, ""luks / et04"", ""luks / et04"", paiho / loop#1057, paiho / hooketn7, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2610,"solis / sonp006-1, ykk / dalh 1-way semi auto locking, ykk / dfw short non lock, non ykk / dfw short non lock, non ykk / dfw short non lock, knk / 3738, knk / 3738, knk / 3738, chun wo ho/ m1494817, chun wo ho\ne1342816 20mm, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2611,"solis / sonp006-1, solis / sonp006-1, ykk / 5 dalh 1-way semi auto locking, knk / 3738, ""luks / et04"", ""luks / 404"", xxx, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2612,"ykk / dalh 1-way semi auto locking, ykk /  1-way dfw short non locking, ykk /  1-way dfw short non locking, ykk /  1-way dfw short non locking, ykk dfw/dfw non lock // 2-way  closed end separating,  sliders close up and down, top is open end, bottom is closed, ykk / dalh 1-way semi auto locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, luks/ et07-n0711, chun wo ho / e1343016 38mm, sealon/, chun wo ho/ e1337216 25mm, xxx, xxx, xxx, duraflex/\nsimplex buckle (38mm) 11-90298-000000\n11-90299-000000, duraflex/\n(38mm) tpr sliplok #2-04428, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, paiho loop #1057 on top / paiho hook etn7 on bottom, paiho loop #1057 on bag / paiho hook etn7 on flap, paiho loop #1057 , paiho hook etn7 on flap, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2613,"solis / sonp006-1, solis / sonp006-1, solis / sonp006-pu03, supplier / ref code, supplier / ref code, ykk / dalh 1-way semi auto locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, ykk / dalh 1-way semi auto locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, xxx, luks/ et07-n0711, chun wo ho/ (jt1343116-bb 25mm), xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, paiho loop #1057 on top / paiho hook etn7 on bottom, paiho loop #1057 on bag / paiho hook etn7 on flap, paiho loop #1057 , paiho hook etn7 on flap, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2614,"solis / sonp006-1, solis / sonp006-1, solis / sonp006-pu03, supplier / ref code, supplier / ref code, ykk / dalh 1-way semi auto locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, ykk / dalh 1-way semi auto locking, knk / 3738, knk / 3738, knk / 3738, xxx, luks/ et07-n0711, chun wo ho/ (jt1343116-bb 25mm), xxx, xxx, xxx, xxx, xxx, xxx, paiho loop #1057 on top / paiho hook etn7 on bottom, paiho loop #1057 on bag / paiho hook etn7 on flap, paiho loop #1057 , paiho hook etn7 on flap, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2615,"pinneco\nmantle-b-040-152, solis / sonp006-1, solis / sonp006-1, solis / sonp006-pu03, supplier / ref code, supplier / ref code, ykk / dalh 1-way semi auto locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, ykk / dalh 1-way semi auto locking, knk / 3738, knk / 3738, knk / 3738, xxx, xxx, luks/ et07-n0711, chun wo ho/ (jt1343116-bb 25mm), xxx, xxx, xxx, luks/ et89, xxx, xxx, xxx, paiho loop #1057 on top / paiho hook etn7 on bottom, paiho loop #1057 on bag / paiho hook etn7 on flap, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2616,"solis / sonp006-pu03, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, solis / sonp006-1, ykk / dalh/dag 2-way semi auto locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, knk / 3738, xxx, ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / et04"", ""luks / et04"", ""luks / et89"", xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, paiho / loop#1057, paiho / hooketn7, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2617,"pinneco mantle, solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-pu03, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, ykk / dalh/dag 2-way semi auto locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, knk / 3738, knk / 3738, xxx, ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / et04"", ""luks / et89"", xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, paiho / loop#1057, paiho / hooketn7, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2618,"pinneco core, solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-pu03, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, ykk / dalh/dag 2-way semi auto locking, ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, ykk /  1-way dfw short non locking, ykk /  1-way dfw short non locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, xxx, ""luks / et04"", duraflex 1-7976 10mm evileye tension lock nylon, ""luks / et04"", ""luks / 404"", ""luks / 404"", ""luks / 404"", xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, xxx, paiho / loop#1057, paiho / hooketn7, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2619,"solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-pu03, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, supplier / ref code, ykk / dalh/dag 2-way semi auto locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, non ykk /  1-way dfw short non locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, knk / 3738, xxx, xxx, xxx, ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / 404"", ""luks / et89"", please source, chun wo ho / trim number to be determined, chun wo ho / trim number to be determined, xxx, xxx, xxx, xxx, paiho / loop#1057 paiho / hooketn7 , paiho / loop#1057, paiho / hooketn7, paiho / loop#1057 paiho / hooketn7 , spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2620,"chun wo ho, xxx, xxx, xxx, xxx, xxx, xxx, paiho / loop#1057 on placket paiho / hooketn7 on body, paiho / loop#1057 on placket paiho / hooketn7 on body, paiho / loop#1057 paiho / hooketn7 , spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2621,"supplier / ref code, solis / sonp006-1, supplier / ref code, ykk / dalh/dag 2-way semi auto locking, non ykk / dfw short 1-way non locking, non ykk / dfw short 1-way non locking, non ykk / dfw short 1-way non locking with double sided zipper pull, knk / 3738, knk / 3738, knk / 3738, sealon, sealon, ""luks / et04"", ""luks / et04"", paiho / loop#1057, paiho / hooketn7, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2622,"solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, solis / sonp006-1, ykk / dalh 1-way semi auto locking, ykk / dfw short 1-way non locking, knk / 3738, knk / 3738, chun wo ho/ m1494817, chun wo ho\ne1342816 20mm, spi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2623,"supplier / ref code,       ykk/  dfw short non lock, ykk /  1-way dfw short non locking, ykk/  dfw short non lock, ykk /  1-way dfw short non locking, ykk / dalh 1-way semi auto locking, knk / 3738, knk / 3738, knk / 3738, knk / 3738, chun wo ho / e1343016 38mm, sealon/, chun wo ho/ e1337216 25mm, xxx, xxx, xxx, duraflex/\nsimplex buckle (38mm) 11-90298-000000\n11-90299-000000, duraflex/\n(38mm) tpr sliplok #2-04428, xxx, xxx, xxx,  xxx, xxx, xxx, xxx, paiho loop #1057 , paiho hook etn7 on flap, paiho loop #1057 on bag / paiho hook etn7 on flap, spi, 10-12 spi, 8-10 spi,    factory sourced, factory sourced, factory sourced",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
