,Style,position,item,ref num,content,colorway 1 ,colorway 2,colorway 3,none,none.1,none.2,amount,0,0.1,0.2,location ,silt,military,ink,port,bone,black,walnut,location,colorway 1,colorway 4,colorway 5,colorway 6,soil,vintage camo broken twill,dusty green,0.3,soil / black,black / oxblood,gunmetal / bombay,dark slate,rust,raven,none.3,none.4,slider ref number,floral print broken twill,black/ rust,bone/ black,gunmetal/ ink,details,colorways,0.4,black overdye denim,brown overdye denim,bone/floral print,rust / black,ink / gunmetal,gunmetal,silt ,bone ,silt / gunmetal,walnut / ink,camo,sand / dark slate,harvest / raven,raw blue denim,pink,ref number,winter 2018/2019,contractor:,soluna
4,L1-205-18_SLIM_CHINO_04-04-17_SHELL.csv,seam tape,,tsgs ,none,,,,none,none,,,,,,critically taped,,,critically taped,,,critically taped,,,,,,,critically taped,,,,,,,,,,,,,,,,,,,,,,,,,critically taped,,,,,,,,,,,,,
5,L1-205-18_SLIM_CHINO_04-04-17_SHELL.csv,lining,,supplier/ reference number,content,,,,0,0,,,,,,location ,,,ink,,,black,,,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
6,L1-205-18_SLIM_CHINO_04-04-17_SHELL.csv,solid 210t ,,regular mesh,100% polyester,,,,none,none,,,,,,1606b02 (als-16038),,,black,,,black,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
7,L1-205-18_SLIM_CHINO_04-04-17_SHELL.csv,solid 210t ,,solis / sonp006-1,100% nylon,,,,none,none,,,,,,secondary pocket bags,,,black,,,black,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
8,L1-205-18_SLIM_CHINO_04-04-17_SHELL.csv,solid coated 210t,,solis / sonp006-pu03,100% nylon,,,,none,none,,,,,,lower leg & gaiter,,,black,,,black,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
9,L1-205-18_SLIM_CHINO_04-04-17_SHELL.csv,brushed tricot,,supplier / ref code,100% polyester,,,,none,none,,,,,,"waistband, fly, hand pocket bags",,,black,,,black,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
10,L1-205-18_SLIM_CHINO_04-04-17_SHELL.csv,shell fabric ,,supplier/ reference number,content,,,,0,0,,,,,,location ,,,ink,,,black,,,,,,,soil,,,,,,,,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
11,L1-205-18_SLIM_CHINO_04-04-17_SHELL.csv,on coated 210t,,please source ,none,,,,none,none,,,,,,lower leg front and back,,,pantone 18-0950 tcx harvest screen print,,,pantone 18-0950 tcx harvest screen print,,,,,,,pantone 18-0950 tcx harvest screen print,,,,,,,,,,,,,,,,,,,,,,,,,pantone 18-0950 tcx harvest screen print,,,,,,,,,,,,,
0,L1-210-18_THUNDER_03-30-17_SHELL.csv,calvary stretch twill,,raco / calvary stretch twill 950703-b / 10k/10k / c6 + dwr,100% polyester,,,,none,,,,,,,a,,military,,,,black,walnut,,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
1,L1-210-18_THUNDER_03-30-17_SHELL.csv,leather,,suppler? can you source same quality as other faux  leather trims,none,,,,none,,,,,,,back right belt loop,,black faux leather,,,,black faux leather,black faux leather,,,,,,,,,,,,,black faux leather,,,,,,,,,,,,,,,,,,black faux leather,,,,,,,,,,,,,
2,L1-210-18_THUNDER_03-30-17_SHELL.csv,insulation,,supplier/ reference number,content,,,,0,,,,,,,location ,,military,,,,black,walnut,,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
3,L1-210-18_THUNDER_03-30-17_SHELL.csv,seam tape,,supplier/ reference number,content,,,,0,,,,,,,location ,,military,,,,black,walnut,,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
4,L1-210-18_THUNDER_03-30-17_SHELL.csv,seam tape,,tsgs,none,,,,none,,,,,,,critically taped,,critically taped,,,,critically taped,critically taped,,,,,,,,,,,,,critically taped,,,,,,,,,,,,,,,,,,critically taped,,,,,,,,,,,,,
5,L1-210-18_THUNDER_03-30-17_SHELL.csv,lining,,supplier/ reference number,content,,,,0,,,,,,,location ,,military,,,,black,walnut,,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
6,L1-210-18_THUNDER_03-30-17_SHELL.csv,regular mesh,,1606b02 (als-16038),100% polyester,,,,none,,,,,,,main body,,black,,,,black,black,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
7,L1-210-18_THUNDER_03-30-17_SHELL.csv,solid 210t ,,solis / sonp006-1,100% nylon,,,,none,,,,,,,secondary pocket bags,,black,,,,black,black,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
8,L1-210-18_THUNDER_03-30-17_SHELL.csv,solid coated 210t,,solis / sonp006-pu03,100% nylon,,,,none,,,,,,,lower leg & gaiter,,black,,,,black,black,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
9,L1-210-18_THUNDER_03-30-17_SHELL.csv,brushed tricot,,supplier / ref code,100% polyester,,,,none,,,,,,,"waistband, fly, hand pocket bags",,black,,,,black,black,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,
10,L1-210-18_THUNDER_03-30-17_SHELL.csv,lower leg lining print (see pdf),,supplier/ reference number,content,,,,0,,,,,,,location ,,military,,,,black,walnut,,,,,,,,,,,,,dark slate,,,,,,,,,,,,,,,,,,gunmetal,,,,,,,,,,,,,
11,L1-210-18_THUNDER_03-30-17_SHELL.csv,on coated 210t,,please source ,none,,,,none,,,,,,,lower leg front and back,,pantone 18-0950 tcx harvest screen print,,,,pantone 18-0950 tcx harvest screen print,pantone 18-0950 tcx harvest screen print,,,,,,,,,,,,,pantone 18-0950 tcx harvest screen print,,,,,,,,,,,,,,,,,,pantone 18-0950 tcx harvest screen print,,,,,,,,,,,,,
0,L1TA-101-18_EMMA_04-05-17_SHELL.csv,micro herringbone,,lucky / ltc3170017-r5-h311 micro hb ,none,,,,none,none,,,,,,a,,miltary,,port,,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1TA-101-18_EMMA_04-05-17_SHELL.csv,oxford,,"solis / oxford l2-581, 10k/10k, c6+dwr",none,,,,none,none,,,,,,b,,miltary,,port,,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1TA-101-18_EMMA_04-05-17_SHELL.csv,insulation,,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,,port,,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1TA-101-18_EMMA_04-05-17_SHELL.csv,polyfill insulation ,,pinneco mantle 40g,100% polyester,,,,none,none,,,,,,all over,,pinneco mantle 40g,,pinneco mantle 40g,,pinneco mantle 40g,pinneco mantle 40g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1TA-101-18_EMMA_04-05-17_SHELL.csv,seam tape,,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,,port,,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1TA-101-18_EMMA_04-05-17_SHELL.csv,seam tape,,tsgs ,none,,,,none,none,,,,,,critically taped,,critically taped,,critically taped,,critically taped,critically taped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1TA-101-18_EMMA_04-05-17_SHELL.csv,lining,,supplier/ reference number,content,,,,0,0,,,,,,location ,,military,,port,,black,walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1TA-101-18_EMMA_04-05-17_SHELL.csv,printed satin,,solis/ pr258 womens print,100% polyester,,,,none,none,,,,,,hood,,solis/ pr258 womens print,,solis/ pr258 womens print,,solis/ pr258 womens print,solis/ pr258 womens print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1TA-101-18_EMMA_04-05-17_SHELL.csv,printed satin,,solis/ pr258 womens print,100% polyester,,,,none,none,,,,,,main body,,solis/ pr258 womens print,,solis/ pr258 womens print,,solis/ pr258 womens print,solis/ pr258 womens print,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1TA-101-18_EMMA_04-05-17_SHELL.csv,solid 210t ,,solis/ sonp006-1 ,100% nylon,,,,none,none,,,,,,sleeves,,black,,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1TA-101-18_EMMA_04-05-17_SHELL.csv,solid 210t ,,solis/ sonp006-1 ,100% nylon,,,,none,none,,,,,,secondary pocket bags,,black,,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L1TA-101-18_EMMA_04-05-17_SHELL.csv,solid coated 210t,,solis/ sonp006-pu03,100% nylon,,,,none,none,,,,,,lower body & powder skirt,,black,,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L1TA-101-18_EMMA_04-05-17_SHELL.csv,brushed tricot,,supplier / ref code,100% polyester,,,,none,none,,,,,,side entry hand pocket bags,,black,,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L1TA-101-18_EMMA_04-05-17_SHELL.csv,brushed tricot,,supplier / ref code,100% polyester,,,,none,none,,,,,,chin guard,,black,,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L1TA-101-18_EMMA_04-05-17_SHELL.csv,power stretch mesh ,,supplier / ref code,100% polyester,,,,none,none,,,,,,underarm vents,,black,,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L1TA-101-18_EMMA_04-05-17_SHELL.csv,power stretch mesh ,,supplier / ref code,100% polyester,,,,none,none,,,,,,goggle pocket,,black,,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L1TA-101-18_EMMA_04-05-17_SHELL.csv,stretch lycra,,supplier / ref code,content,,,,none,none,,,,,,sleeve gaiters,,black,,black,,black,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-201-17_GEMINI_2L_PANT_SHELL.csv,all shell is same fabric,"n6 nylon ottoman 2l, 20k/20k  $5.15",wideplus wnp121-bj4sr4 3l,100% nylon ottoman,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-201-17_GEMINI_2L_PANT_SHELL.csv,insulation,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-201-17_GEMINI_2L_PANT_SHELL.csv,seam tape,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-201-17_GEMINI_2L_PANT_SHELL.csv,bonding film,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-201-17_GEMINI_2L_PANT_SHELL.csv,lining,item,supplier/ ref number,content,,colorway 2,colorway 3,,,,,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-201-17_GEMINI_2L_PANT_SHELL.csv,main body,solid 210t,please sorce,100% nylon,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1-201-17_GEMINI_2L_PANT_SHELL.csv,seat,reversed 120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1-201-17_GEMINI_2L_PANT_SHELL.csv,lower leg & gaiter,coated 210t,please sorce,100% nylon,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1-201-17_GEMINI_2L_PANT_SHELL.csv,waistband & fly,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1-201-17_GEMINI_2L_PANT_SHELL.csv,hand pocket lining,120g brushed tricot,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1-201-17_GEMINI_2L_PANT_SHELL.csv,"""balls out"" venting",mesh,please sorce,100% poly,,none,none,,,,,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv, #5 coil zipper,,ykk / 1-way semi auto locking dalh,,,,,,,,1,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,fly ,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,back right pocket,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv, #5 coil zipper,,non ykk / 1-way non locking / dadhr diecast wire,,,,,,,,1 per side = 2,none,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,silder/pull color: x6 black oxides zipper tape &teeth color: black,hem gusset ,,,,,,,,,,,,,silder/pull color: x6 black oxides zipper tape &teeth color: black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,additional zipper pulls,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,bone,black,walnut,location,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv, 11nt-045 / self fabric pull ,,factory made,,,,,,,,1,none,,,,,match to shell,,,match to shell,match to shell,match to shell,back right pocket,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,branded trims,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,bone,black,walnut,location,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,"l1-2018-trim-021
l1 donut post shank
black alloy
al023",,luks,,,,,,,,1,none,,,,,al023 alloy (d) ,,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,front waist band,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,"l1-2018-trim-019
l1 10mm denim rivet
black alloy
al023",,luks,,,,,,,,6,none,,,,,al023 alloy (d) ,,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,right hand pocket (2) right hand coin pocket (1) left hand pocket top (1) back left pocket (2),,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,"l1-2018-trim-020
l1 10mm square rivet
black alloy
al023",,luks,,,,,,,,1,none,,,,,al023 alloy (d) ,,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,left hand pocket bottom edge,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,"l1-2018-trim-023
l1 faux leather denim patch
debossed 1mm and painted gold
black",,please source,,,,,,,,1,none,,,,,black faux leather,,,black faux leather,black faux leather,black faux leather,back right waist band,,,,,,,,,,,,,black faux leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,"l1-2018-trim-026
l1 faux leather patch 
black",,please source,,,,,,,,1,none,,,,,black faux leather,,,black faux leather,black faux leather,black faux leather,back left knee,,,,,,,,,,,,,black faux leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,"l1-2018-trim-025
l1 embroidery large
3.7cm x 3.4cm  ",,please source,,,,,,,,1,none,,,,,match to shell,,,match to shell,match to shell,match to shell,hem front left leg,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,trims,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,bone,black,walnut,location,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,15mm metal snap,,luk's / 404,,,,,,,,1 per side = 2,none,,,,,al023 alloy (d) ,,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,finger snap hem adjust,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,boot hook,,suppler,,,,,,,,1 per side = 2,none,,,,,al023 alloy (d) ,,,al023 alloy (d) ,al023 alloy (d) ,al023 alloy (d) ,front gaiter,,,,,,,,,,,,,al023 alloy (d) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,keyclip,,as last year production,,,,,,,,1,none,,,,,black,,,black,black,black,right leg pocket,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,notions,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,bone,black,walnut,location,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,self fabric tab 1x1,,factory,,,,,,,,1 per side = 2,none,,,,,match to shell,,,match to shell,match to shell,match to shell,front gaiter under boot hook,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,self fabric tab 1x1,,factory,,,,,,,,1 per side = 2,none,,,,,match to shell,,,match to shell,match to shell,match to shell,back gaiter under finger snap hem adjust,,,,,,,,,,,,,match to shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,"grossgrain 1/4""",,factory,,,,,,,,1,none,,,,,black,,,black,black,black,attach key clip in right leg pocket,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,gripper elastic 25mm non logo,,mtt0022,,,,,,,,2,none,,,,,black,,,black,black,black,leg gaiters,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,velcro,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,bone,black,walnut,location,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,thread,,spi,,,,,,,,amount,0,,,,,military,,,bone,black,walnut,supplier/ ref number,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,"shell seams 1/4"" allowance ",,12 spi (special allowance to avoid seam slip on shell  fabric),,,,,,,,regular thread,none,,,,,matching,,,matching,matching,matching,30/2,,,,,,,,,,,,,matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,seams,,10-12 spi,,,,,,,,regular thread,none,,,,,matching,,,matching,matching,matching,30/2,,,,,,,,,,,,,matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,topstitch,,8-10 spi,,,,,,,,regular thread,none,,,,,matching,,,matching,matching,matching,30/2,,,,,,,,,,,,,matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,denim weight topstitch,,8-10 spi,,,,,,,,heavy weight topstitch thread,none,,,,,matching,,,matching,matching,matching,none,,,,,,,,,,,,,matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,bartacks,,none,,,,,,,,regular thread,none,,,,,matching,,,matching,matching,matching,100/2,,,,,,,,,,,,,matching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,labels ,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,bone,black,walnut,location,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,10k/10k critically taped,,soluna/ main label,,,,,,,,1,none,,,,,none,,,none,10k/10k critically taped,none,inner front right,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,size label (sample size l),,soluna/ size label,,,,,,,,1,none,,,,,none,,,none,"xs, s, m, l, xl",none,center back ,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,hang tags,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,bone,black,walnut,location,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,mens jacket hang tag,,soluna/ mens jacket hang tag,,,,,,,,1,none,,,,,none,,,none,front left belt loop,none,front left belt loop,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,pant regular straight leg hang tag,,soluna/ pant fit hang tag,,,,,,,,1,none,,,,,none,,,none,pant regular straight leg hang tag,none,front left belt loop,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,L1-207-18_STRAIGHT_STANDARD_04-04-17_TRIMS.csv,care and content labels,,supplier/ reference number,,,,,,,,amount,0,,,,,military,,,bone,black,walnut,location,,,,,,,,,,,,,rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,fly ,#5 coil ,ykk dalh // 1-way locking,,,none,none,,,,1,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,back right pocket,#5 coil ,non ykk dadr4 l-type drop// 1-way locking,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,hem,#5 coil ,non ykk dadhr diecast wire // 1-way locking,,,none,none,,,,1 per side = 2,,,,,,,,,,,,,silder/pull color: x6 black oxides/ tape color: black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,l1 branded trims,item,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,waist closure,17mm donut post shank,supplier /l1-2016-trim-005,,,none,none,,,,1,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,hand  & back left pocket edges,10mm denim rivet ,14-l1sp-089,,,none,none,,,,6,,,,,,,,,,,,,matte black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,back right waist band,"l1  patch 
with deboss 2",l1-2017-trim-104,,,none,none,,,,1,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,back left pocket ,l1 small faux suede patch,l1-2017-trim-106,,,none,none,,,,1,,,,,,,,,,,,,black,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,front left hem,l1 embroidery large,factory sorced // l1-2016-trim-027,,,none,none,,,,1,,,,,,,,,,,,,dtm shell,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,snaps,#5 coil ,#ref!,,,colorway 3,colorway 4,,,,colorway 1,,,,,,,,,,,,,colorway 2,colorway 5,colorway 6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,L1-207-17_SLIM_BASIC_PANT_TRIMS.csv,other trims,item,supplier/ ref number,,,colorway 2,colorway 3,,,,amount,,,,,,,,,,,,,colorway 1,colorway 4,colorway 5,colorway 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
